Hours,HPHtgLd_W,HPClgLd_W
1115,0,15307.7
1116,0,30175.2
1117,0,44596.4
1118,0,53289.9
1119,0,68603
1120,0,75489.1
1121,0,34007.2
1122,0,1401.4
1123,0,0
1124,0,0
1125,198.7,0
1126,46455.3,0
1127,74888.6,0
1128,91218,0
1129,109546.1,0
1130,128652.9,0
1131,142060.8,0
1132,157020.2,0
1133,164657.6,0
1134,181538,0
1135,117634.8,0
1136,49655,0
1137,573.9,0
1138,0,7083
1139,0,30596.8
1140,0,57758.8
1141,0,80189.5
1142,0,94140.4
1143,0,98639.8
1144,0,99409.6
1145,0,53404.7
1146,0,8548
1147,0,246.4
1148,0,0
1149,0,0
1150,13277.5,0
1151,27652.4,0
1152,57255.4,0
1153,67666.9,0
1154,100896.9,0
1155,97648.8,0
1156,130469.7,0
1157,116002.2,0
1158,144262.5,0
1159,128568.6,0
1160,133223,0
1161,93409.8,0
1162,67718.2,0
1163,34589,0
1164,27481.8,0
1165,21662.5,0
1166,13771.4,0
1167,7385.9,1753.8
1168,4947.2,915.4
1169,4880.2,1219
1170,4567.2,0
1171,15863.2,0
1172,18838.5,0
1173,33228.6,0
1174,54804.5,0
1175,77610.1,0
1176,77239.5,0
1177,102625,0
1178,92984.3,0
1179,117112.9,0
1180,103273.9,0
1181,126468,0
1182,110296.1,0
1183,131427,0
1184,97337,0
1185,98225.6,0
1186,72151.7,0
1187,63635.7,0
1188,52036.8,0
1189,53478.9,0
1190,44916.9,0
1191,50171,0
1192,46320.3,0
1193,54787.6,0
1194,56223.8,0
1195,69713.8,0
1196,64625.2,0
1197,75967.4,0
1198,80196.3,0
1199,98312.2,0
1200,86177.2,0
1201,103490.7,0
1202,93786.6,0
1203,113245.9,0
1204,97073.2,0
1205,117301.9,0
1206,99704.2,0
1207,117976.5,0
1208,83182.8,0
1209,77337.4,0
1210,52073.6,0
1211,36666.6,0
1212,23177.1,0
1213,16022.9,0
1214,12421.5,0
1215,7740.5,0
1216,6787.7,0
1217,10085.2,0
1218,15449.1,0
1219,21652.7,0
1220,28997.6,0
1221,35154.2,0
1222,59638.8,0
1223,61748.1,0
1224,82296.6,0
1225,85054.2,0
1226,106582.7,0
1227,102730.9,0
1228,125773.6,0
1229,121398.2,0
1230,146550.3,0
1231,98063.4,0
1232,34540.9,0
1233,79.2,0
1234,0,2900.4
1235,0,15111.9
1236,0,34803.6
1237,0,46216.5
1238,0,50053.8
1239,0,55251.3
1240,0,54372.8
1241,0,28130.3
1242,136.7,311.5
1243,721.5,0
1244,2171.3,0
1245,4655.2,0
1246,89729.9,0
1247,130729.8,0
1248,152629.4,0
1249,183649.7,0
1250,200986.1,0
1251,216072.8,0
1252,225958.3,0
1253,237376.5,0
1254,248669.3,0
1255,149246,0
1256,72948.8,0
1257,4647.1,0
1258,581.4,1200.9
1259,0,16971.8
1260,0,39842.7
1261,0,50601.8
1262,0,50616.1
1263,0,64459.8
1264,0,71991.5
1265,0,34455
1266,0,3280.4
1267,0,0
1268,0,0
1269,0,0
1270,13697.2,0
1271,22372.6,0
1272,31943.9,0
1273,33543.7,0
1274,46098.1,0
1275,43576,0
1276,53617.8,0
1277,51766.3,0
1278,62144.8,0
1279,44357.4,0
1280,4577.3,0
1281,0,3981.8
1282,0,28683.5
1283,0,57363.1
1284,0,94472.8
1285,0,120069
1286,0,87449.4
1287,0,77077.3
1288,0,66633.3
1289,0,21384.5
1290,0,4.6
1291,0,0
1292,0,0
1293,0,0
1294,14524.7,0
1295,26276.2,0
1296,42271.3,0
1297,45985.5,0
1298,61674.1,0
1299,63547.5,0
1300,83338.1,0
1301,87338.9,0
1302,109165.7,0
1303,75226.6,0
1304,19920.7,0
1305,0,52.9
1306,0,11207
1307,0,29989.2
1308,0,46493.6
1309,0,58089.3
1310,0,67449.6
1311,0,75838.2
1312,0,69410.3
1313,0,28030.5
1314,0,855.8
1315,0,0
1316,65,0
1317,1187.7,0
1318,58452.6,0
1319,90117.6,0
1320,103190.6,0
1321,130657.5,0
1322,140606.8,0
1323,164921.4,0
1324,165085.8,0
1325,181353.4,0
1326,182676.9,0
1327,199499,0
1328,152783.5,0
1329,133976.9,0
1330,110243,0
1331,111363.1,0
1332,69192.1,0
1333,59646.6,0
1334,44560.2,0
1335,39013.8,0
1336,38286,0
1337,43102.7,0
1338,52086.6,0
1339,82555.6,0
1340,94449.3,0
1341,119956.4,0
1342,143720.1,0
1343,169457.5,0
1344,178401.1,0
1345,196575.3,0
1346,198835.1,0
1347,214777.1,0
1348,219672.7,0
1349,223485.4,0
1350,225652.8,0
1351,234036,0
1352,185027.7,0
1353,144869.8,0
1354,103068.1,0
1355,77835.7,0
1356,60178.1,0
1357,51489.9,0
1358,34264.7,0
1359,28956.9,0
1360,26118.5,0
1361,22623.9,0
1362,28410.5,0
1363,46635.3,0
1364,63489.1,0
1365,88512.5,0
1366,112979.4,0
1367,133897.7,0
1368,138001.8,0
1369,153052.2,0
1370,149851.3,0
1371,158691,0
1372,154027.7,0
1373,161475.2,0
1374,155556.9,0
1375,102696,0
1376,43979.3,0
1377,1040.1,0
1378,531.3,0
1379,135.2,113.5
1380,0,5510.3
1381,0,11201.5
1382,0,15250.7
1383,0,26198.8
1384,0,30125
1385,0,504.2
1386,0,0
1387,85.6,0
1388,882.3,0
1389,2399.4,0
1390,61373.2,0
1391,88096.8,0
1392,92280.2,0
1393,113156.5,0
1394,111953.8,0
1395,127618,0
1396,124254.7,0
1397,141019.8,0
1398,137548.5,0
1399,92866,0
1400,38665.2,0
1401,908.3,0
1402,389.6,0
1403,0,380.6
1404,0,10597.2
1405,0,14272.3
1406,0,15166
1407,0,25022.7
1408,0,30435.8
1409,0,3381.8
1410,0,0
1411,0,0
1412,708.8,0
1413,3403,0
1414,74372.7,0
1415,106107.3,0
1416,116576.7,0
1417,139541.9,0
1418,144423.8,0
1419,162383.9,0
1420,163820.9,0
1421,179333.1,0
1422,181778.2,0
1423,119099.5,0
1424,50295.2,0
1425,1020.2,0
1426,0,2514.8
1427,0,22698.6
1428,0,49275.8
1429,0,56712.3
1430,0,58906.8
1431,0,66242.3
1432,0,63747.5
1433,0,20077.3
1434,0,13.7
1435,0,0
1436,0,0
1437,0,0
1438,9433.1,0
1439,17866.4,0
1440,30332.4,0
1441,40468.2,0
1442,55786.8,0
1443,68500.4,0
1444,96872.5,0
1445,100619.2,0
1446,123061.2,0
1447,90660.5,0
1448,18413.7,0
1449,0,704
1450,0,19753.6
1451,0,34664.9
1452,0,67022.9
1453,0,94484.1
1454,0,107835.1
1455,0,121614.6
1456,0,126773.6
1457,0,87785.3
1458,0,32033.7
1459,0,8027.2
1460,0,293.6
1461,0,0
1462,2914.3,0
1463,5621,0
1464,16150.3,0
1465,25633.1,0
1466,42272.5,0
1467,50266.7,0
1468,68641.9,0
1469,77704.5,0
1470,101838.6,0
1471,70965.3,0
1472,15958.1,0
1473,0,35.4
1474,0,12551
1475,0,33618.1
1476,0,60021.1
1477,0,84455
1478,0,96539.5
1479,0,107155.3
1480,0,110196.1
