Time,building1_htg_clg:EFT [C],building1_htg_clg:ExFT [C],building1_htg_clg:Q_htg [W],building1_htg_clg:Q_clg [W],building1_htg_clg:Q_net [W],building1_htg_clg:M_flow [kg/s],building1_htg_clg:P_hp_htg [W],building1_htg_clg:P_hp_clg [W],building1_htg_clg:P_hp_tot [W],building1_htg_clg:P_pump [W],building1_htg_clg:Q_src_clg [W],building1_htg_clg:Q_src_htg [W],building1_htg_clg:Q_src_het [W],building1_dhw:EFT [C],building1_dhw:ExFT [C],building1_dhw:Q_htg [W],building1_dhw:Q_clg [W],building1_dhw:Q_net [W],building1_dhw:M_flow [kg/s],building1_dhw:P_hp_htg [W],building1_dhw:P_hp_clg [W],building1_dhw:P_hp_tot [W],building1_dhw:P_pump [W],building1_dhw:Q_src_clg [W],building1_dhw:Q_src_htg [W],building1_dhw:Q_src_het [W],building2_htg_clg:EFT [C],building2_htg_clg:ExFT [C],building2_htg_clg:Q_htg [W],building2_htg_clg:Q_clg [W],building2_htg_clg:Q_net [W],building2_htg_clg:M_flow [kg/s],building2_htg_clg:P_hp_htg [W],building2_htg_clg:P_hp_clg [W],building2_htg_clg:P_hp_tot [W],building2_htg_clg:P_pump [W],building2_htg_clg:Q_src_clg [W],building2_htg_clg:Q_src_htg [W],building2_htg_clg:Q_src_het [W],building2_dhw:EFT [C],building2_dhw:ExFT [C],building2_dhw:Q_htg [W],building2_dhw:Q_clg [W],building2_dhw:Q_net [W],building2_dhw:M_flow [kg/s],building2_dhw:P_hp_htg [W],building2_dhw:P_hp_clg [W],building2_dhw:P_hp_tot [W],building2_dhw:P_pump [W],building2_dhw:Q_src_clg [W],building2_dhw:Q_src_htg [W],building2_dhw:Q_src_het [W],building3_htg_clg:EFT [C],building3_htg_clg:ExFT [C],building3_htg_clg:Q_htg [W],building3_htg_clg:Q_clg [W],building3_htg_clg:Q_net [W],building3_htg_clg:M_flow [kg/s],building3_htg_clg:P_hp_htg [W],building3_htg_clg:P_hp_clg [W],building3_htg_clg:P_hp_tot [W],building3_htg_clg:P_pump [W],building3_htg_clg:Q_src_clg [W],building3_htg_clg:Q_src_htg [W],building3_htg_clg:Q_src_het [W],building3_dhw:EFT [C],building3_dhw:ExFT [C],building3_dhw:Q_htg [W],building3_dhw:Q_clg [W],building3_dhw:Q_net [W],building3_dhw:M_flow [kg/s],building3_dhw:P_hp_htg [W],building3_dhw:P_hp_clg [W],building3_dhw:P_hp_tot [W],building3_dhw:P_pump [W],building3_dhw:Q_src_clg [W],building3_dhw:Q_src_htg [W],building3_dhw:Q_src_het [W],ghe1:EFT [C],ghe1:ExFT [C],ghe1:MFT [C],ghe1:Q [W/m],ghe1:Q_tot [W],ghe2:EFT [C],ghe2:ExFT [C],ghe2:MFT [C],ghe2:Q [W/m],ghe2:Q_tot [W],ghe3:EFT [C],ghe3:ExFT [C],ghe3:MFT [C],ghe3:Q [W/m],ghe3:Q_tot [W],hp_pir1:EFT [C],hp_pir1:ExFT [C],hp_pir1:MFT [C],hp_pir1:Q [W/m],hp_pir1:M_flow [kg/s],hp_pir2:EFT [C],hp_pir2:ExFT [C],hp_pir2:MFT [C],hp_pir2:Q [W/m],hp_pir2:M_flow [kg/s],hp_pir3:EFT [C],hp_pir3:ExFT [C],hp_pir3:MFT [C],hp_pir3:Q [W/m],hp_pir3:M_flow [kg/s],hp_pir4:EFT [C],hp_pir4:ExFT [C],hp_pir4:MFT [C],hp_pir4:Q [W/m],hp_pir4:M_flow [kg/s],hp_pir5:EFT [C],hp_pir5:ExFT [C],hp_pir5:MFT [C],hp_pir5:Q [W/m],hp_pir5:M_flow [kg/s],hp_pir6:EFT [C],hp_pir6:ExFT [C],hp_pir6:MFT [C],hp_pir6:Q [W/m],hp_pir6:M_flow [kg/s],hp_pir7:EFT [C],hp_pir7:ExFT [C],hp_pir7:MFT [C],hp_pir7:Q [W/m],hp_pir7:M_flow [kg/s],hp_pir8:EFT [C],hp_pir8:ExFT [C],hp_pir8:MFT [C],hp_pir8:Q [W/m],hp_pir8:M_flow [kg/s],hp_pir9:EFT [C],hp_pir9:ExFT [C],hp_pir9:MFT [C],hp_pir9:Q [W/m],hp_pir9:M_flow [kg/s],hp_por1:EFT [C],hp_por1:ExFT [C],hp_por1:MFT [C],hp_por1:Q [W/m],hp_por1:M_flow [kg/s],hp_por2:EFT [C],hp_por2:ExFT [C],hp_por2:MFT [C],hp_por2:Q [W/m],hp_por2:M_flow [kg/s],hp_por3:EFT [C],hp_por3:ExFT [C],hp_por3:MFT [C],hp_por3:Q [W/m],hp_por3:M_flow [kg/s],hp_por4:EFT [C],hp_por4:ExFT [C],hp_por4:MFT [C],hp_por4:Q [W/m],hp_por4:M_flow [kg/s],hp_por5:EFT [C],hp_por5:ExFT [C],hp_por5:MFT [C],hp_por5:Q [W/m],hp_por5:M_flow [kg/s],hp_por6:EFT [C],hp_por6:ExFT [C],hp_por6:MFT [C],hp_por6:Q [W/m],hp_por6:M_flow [kg/s],hp_por7:EFT [C],hp_por7:ExFT [C],hp_por7:MFT [C],hp_por7:Q [W/m],hp_por7:M_flow [kg/s],hp_por8:EFT [C],hp_por8:ExFT [C],hp_por8:MFT [C],hp_por8:Q [W/m],hp_por8:M_flow [kg/s],hp_por9:EFT [C],hp_por9:ExFT [C],hp_por9:MFT [C],hp_por9:Q [W/m],hp_por9:M_flow [kg/s],Network:M_flow [kg/s],Network:P_pump [W],Network:Q_net_bldg [W],Network:Q_net_ghe [W]
577.0000,13.5401,17.2294,13295.4000,41520.3000,-28224.9000,2.6538,2749.0558,6788.5081,9537.5638,129.6243,48308.8081,10546.3442,-37762.4638,17.3144,11.8650,13364.7000,0.0000,13364.7000,-0.4846,3178.9789,0.0000,3178.9789,22.4728,0.0000,10185.7211,10185.7211,16.9626,13.1746,46403.9000,0.0000,46403.9000,-2.5500,9150.2501,0.0000,9150.2501,116.9768,0.0000,37253.6499,37253.6499,16.5337,11.1007,413.7000,0.0000,413.7000,-0.0150,99.3889,0.0000,99.3889,0.6948,0.0000,314.3111,314.3111,17.2124,14.5044,21286.8000,0.0000,21286.8000,-1.6377,4183.1084,0.0000,4183.1084,74.8003,0.0000,17103.6916,17103.6916,16.8808,11.4405,413.7000,0.0000,413.7000,-0.0150,98.9473,0.0000,98.9473,0.6947,0.0000,314.7527,314.7527,13.3701,15.6007,14.4854,-0.2176,-8811.7676,15.2337,13.8382,14.5359,0.1225,2940.2693,14.6805,14.4306,14.5556,0.0219,460.7748,17.2294,17.3144,17.2719,-7.4013,1.8064,17.3144,17.4292,17.3718,-6.2685,1.3218,16.6309,16.9302,16.7805,-12.7156,2.3460,16.5337,17.3352,16.9345,-11.8395,-0.2040,13.8382,16.5337,15.1859,-34.2406,-0.2190,13.8382,18.0042,15.9212,-23.2530,0.3273,16.8808,17.0146,16.9477,-12.6962,-1.3104,16.8099,16.8808,16.8453,-13.6163,-1.3254,17.2294,18.1519,17.6907,-3.5784,-0.8474,13.0802,13.1504,13.1153,-6.3477,-1.8758,13.3701,13.5035,13.4368,-5.9618,-1.3912,13.1746,13.3701,13.2724,-8.5430,-2.4154,13.1746,13.3714,13.2730,-1.8994,0.1346,13.1437,14.6808,13.9123,-9.5117,0.1496,14.5044,15.4422,14.9733,-7.1745,-0.3966,14.5044,14.6176,14.5610,-10.1709,1.2410,14.5796,14.6805,14.6301,-9.1726,1.2560,14.6805,14.4797,14.5801,0.6439,0.7780,5.0210,392.3506,53657.9000,-5410.7235
578.0000,13.1718,16.3510,15065.0000,36974.6000,-21909.6000,2.5311,3134.0160,5993.6564,9127.6724,123.7505,42968.2564,11930.9840,-31037.2724,16.4774,11.0462,13365.5000,0.0000,13365.5000,-0.4847,3213.3121,0.0000,3213.3121,22.6540,0.0000,10152.1879,10152.1879,16.3220,12.5426,55217.2000,0.0000,55217.2000,-3.0343,10986.2314,0.0000,10986.2314,141.3568,0.0000,44230.9686,44230.9686,14.9318,9.5351,422.4000,0.0000,422.4000,-0.0153,103.6397,0.0000,103.6397,0.7239,0.0000,318.7603,318.7603,16.5758,13.8738,23332.4000,0.0000,23332.4000,-1.7950,4625.7036,0.0000,4625.7036,83.2625,0.0000,18706.6964,18706.6964,16.6708,11.2356,422.4000,0.0000,422.4000,-0.0153,101.3003,0.0000,101.3003,0.7203,0.0000,321.0997,321.0997,12.7030,16.0587,14.3809,-0.4496,-18208.1453,14.1485,14.7738,14.4611,-0.0754,-1809.5874,13.9994,14.9702,14.4848,-0.1170,-2458.0395,16.3510,16.4774,16.4142,-10.3135,1.6908,16.4774,16.6698,16.5736,-9.5957,1.2061,16.3408,16.4398,16.3903,-4.6727,2.6129,14.9318,15.5916,15.2617,-20.1497,-0.4214,14.7738,14.9318,14.8528,-3.9837,-0.4367,14.7738,15.9886,15.3812,-6.4804,0.3136,16.6708,16.7001,16.6854,-3.1283,-1.4815,16.6609,16.6708,16.6658,-2.1299,-1.4968,16.3510,17.9818,17.1664,-6.2897,-0.8403,12.3839,12.4803,12.4321,-8.2083,-1.7668,12.7030,12.8896,12.7963,-7.6929,-1.2821,12.5426,12.7030,12.6228,-7.8024,-2.6889,12.5426,12.8256,12.6841,-7.0706,0.3454,12.6859,13.3903,13.0381,-10.5128,0.3607,13.8738,14.8505,14.3621,-7.3388,-0.3896,13.8738,13.9504,13.9121,-7.7938,1.4055,13.9211,13.9994,13.9603,-8.0462,1.4208,13.9994,14.7703,14.3849,-2.3196,0.7643,4.8129,376.0899,70850.3000,-22475.7722
579.0000,12.7156,15.3268,17236.2000,33098.6000,-15862.4000,2.4608,3613.1745,5309.3452,8922.5197,120.5845,38407.9452,13623.0255,-24784.9197,15.4823,10.0734,13365.7000,0.0000,13365.7000,-0.4847,3255.4342,0.0000,3255.4342,22.9235,0.0000,10110.2658,10110.2658,15.9951,12.2201,55219.4000,0.0000,55219.4000,-3.0344,11038.1185,0.0000,11038.1185,142.9520,0.0000,44181.2815,44181.2815,15.0662,9.6675,414.1000,0.0000,414.1000,-0.0150,101.4205,0.0000,101.4205,0.7264,0.0000,312.6795,312.6795,16.2983,13.5990,24661.3000,0.0000,24661.3000,-1.8973,4908.3618,0.0000,4908.3618,88.9842,0.0000,19752.9382,19752.9382,16.5058,11.0742,414.1000,0.0000,414.1000,-0.0150,99.5209,0.0000,99.5209,0.7083,0.0000,314.5791,314.5791,12.3081,16.2994,14.3038,-0.5674,-22981.2239,13.5770,15.2060,14.3915,-0.2084,-5002.2609,13.6446,15.2058,14.4252,-0.1998,-4194.9034,15.3268,15.4823,15.4045,-12.1484,1.6182,15.4823,15.7304,15.6063,-11.6364,1.1335,16.0538,16.1292,16.0915,-3.5691,2.6263,15.0662,15.1320,15.0991,-1.9259,-0.4081,15.2060,15.0662,15.1361,3.4552,-0.4231,15.2060,15.3753,15.2906,-1.0558,0.3730,16.5058,16.5242,16.5150,-2.0202,-1.5242,16.4969,16.5058,16.5014,-1.9482,-1.5392,15.3268,17.5644,16.4456,-8.6626,-0.8426,11.7628,11.8543,11.8086,-7.4881,-1.6967,12.3081,12.4384,12.3732,-5.0693,-1.2120,12.2201,12.3081,12.2641,-4.2919,-2.7048,12.2201,12.4066,12.3134,-4.4370,0.3296,12.2873,12.7325,12.5099,-6.3382,0.3446,13.5990,14.2216,13.9103,-5.4160,-0.4515,13.5990,13.6329,13.6160,-3.5368,1.4458,13.6066,13.6446,13.6256,-4.0020,1.4608,13.6446,14.6278,14.1362,-2.9641,0.7641,4.7313,369.7076,78212.2000,-32178.3882
580.0000,12.2827,14.3252,19455.6000,29650.7000,-10195.1000,2.4133,4108.3838,4709.8053,8818.1891,118.7037,34360.5053,15347.2162,-19013.2891,14.4832,9.0978,13370.8000,0.0000,13370.8000,-0.4849,3300.5475,0.0000,3300.5475,23.2650,0.0000,10070.2525,10070.2525,15.7639,11.9921,62694.8000,0.0000,62694.8000,-3.4452,12574.3682,0.0000,12574.3682,163.2401,0.0000,50120.4318,50120.4318,15.5410,10.1311,421.5000,0.0000,421.5000,-0.0153,102.5835,0.0000,102.5835,0.7379,0.0000,318.9165,318.9165,16.0482,13.3513,25359.9000,0.0000,25359.9000,-1.9510,5065.4702,0.0000,5065.4702,91.9506,0.0000,20294.4298,20294.4298,16.1651,10.7411,421.5000,0.0000,421.5000,-0.0153,101.7473,0.0000,101.7473,0.7226,0.0000,319.7527,319.7527,12.0474,16.4030,14.2252,-0.7256,-29385.2981,12.9170,15.7052,14.3111,-0.4180,-10032.6366,13.3797,15.3644,14.3721,-0.2975,-6248.4759,14.3252,14.4832,14.4042,-12.0352,1.5782,14.4832,14.7468,14.6150,-11.9268,1.0934,15.7659,15.8339,15.7999,-3.4824,2.8426,15.5410,15.4336,15.4873,4.7209,-0.6027,15.7052,15.5410,15.6231,5.9141,-0.6180,15.7052,15.2656,15.4854,2.3868,0.3149,16.1651,16.1988,16.1819,-3.9827,-1.6361,16.1478,16.1651,16.1564,-4.1260,-1.6514,14.3252,16.9135,15.6194,-9.9341,-0.8351,11.2492,11.3272,11.2882,-6.2431,-1.6604,12.0474,12.1366,12.0920,-3.3573,-1.1755,11.9921,12.0474,12.0197,-2.9123,-2.9247,11.9921,12.0803,12.0362,-3.3086,0.5205,12.0247,12.2315,12.1281,-4.5708,0.5358,13.3513,13.8421,13.5967,-3.7481,-0.3971,13.3513,13.3780,13.3646,-2.9966,1.5540,13.3524,13.3797,13.3660,-3.0961,1.5692,13.3797,14.3895,13.8846,-2.9999,0.7530,4.6637,364.4263,92073.4000,-45666.4105
581.0000,12.3336,15.6616,17156.1000,45240.4000,-28084.3000,3.0305,3619.6700,7194.3789,10814.0489,148.3972,52434.7789,13536.4300,-38898.3489,15.5156,10.1060,13372.0000,0.0000,13372.0000,-0.4849,3255.5329,0.0000,3255.5329,23.6159,0.0000,10116.4671,10116.4671,15.8157,12.0432,61818.8000,0.0000,61818.8000,-3.3971,12389.3614,0.0000,12389.3614,161.6180,0.0000,49429.4386,49429.4386,15.6652,10.2526,414.6000,0.0000,414.6000,-0.0150,100.7389,0.0000,100.7389,0.7208,0.0000,313.8611,313.8611,15.6639,12.9708,26340.1000,0.0000,26340.1000,-2.0264,5290.5819,0.0000,5290.5819,95.9257,0.0000,21049.5181,21049.5181,15.6520,10.2396,414.6000,0.0000,414.6000,-0.0150,100.7564,0.0000,100.7564,0.7143,0.0000,313.8436,313.8436,12.0384,16.3806,14.2095,-0.6013,-24351.8134,12.8786,15.6940,14.2863,-0.3509,-8420.6653,13.0216,15.6473,14.3345,-0.3272,-6871.7203,15.6616,15.5156,15.5886,14.3294,2.0264,15.5156,15.3600,15.4378,9.9662,1.5415,15.8554,15.8441,15.8498,0.6378,2.9955,15.6652,15.6038,15.6345,1.8130,-0.4016,15.6940,15.6652,15.6796,0.7178,-0.4166,15.6940,15.4859,15.5899,1.2977,0.3589,15.6520,15.7023,15.6772,-6.0553,-1.6675,15.6265,15.6520,15.6393,-6.2042,-1.6826,15.6616,15.6125,15.6370,0.2497,-1.0040,11.6032,11.5679,11.5855,3.6245,-2.1125,12.0384,12.0492,12.0438,-0.5450,-1.6276,12.0432,12.0384,12.0408,0.2905,-3.0816,12.0432,12.0398,12.0415,0.1005,0.3155,11.9585,12.0615,12.0100,-1.3885,0.3305,12.9708,13.4857,13.2282,-4.4100,-0.4449,12.9708,13.0100,12.9904,-4.4801,1.5815,12.9839,13.0216,13.0028,-4.3474,1.5965,13.0216,14.0957,13.5587,-3.8971,0.9180,5.9168,462.3497,74275.8000,-39644.1990
582.0000,12.3677,16.0723,16450.8000,52098.1000,-35647.3000,3.3179,3468.8571,8291.2999,11760.1570,162.1505,60389.3999,12981.9429,-47407.4570,16.0212,10.6004,13371.8000,0.0000,13371.8000,-0.4849,3233.9258,0.0000,3233.9258,23.2554,0.0000,10137.8742,10137.8742,15.9869,12.2121,71136.4000,0.0000,71136.4000,-3.9091,14221.5289,0.0000,14221.5289,185.8074,0.0000,56914.8711,56914.8711,15.8608,10.4438,550.5000,0.0000,550.5000,-0.0200,133.4162,0.0000,133.4162,0.9553,0.0000,417.0838,417.0838,15.6219,12.9292,26785.1000,0.0000,26785.1000,-2.0607,5383.2614,0.0000,5383.2614,98.2107,0.0000,21401.8386,21401.8386,15.6302,10.2184,550.5000,0.0000,550.5000,-0.0200,133.8214,0.0000,133.8214,0.9555,0.0000,416.6786,416.6786,12.1817,16.1923,14.1870,-0.6067,-24570.4322,12.5370,15.9399,14.2384,-0.4633,-11118.7171,12.9124,15.6833,14.2978,-0.3772,-7921.8762,16.0723,16.0212,16.0467,5.5653,2.2421,16.0212,15.9318,15.9765,6.5369,1.7572,16.0554,16.0180,16.0367,2.2930,3.3456,15.8608,15.8023,15.8316,2.4149,-0.5635,15.9399,15.8608,15.9004,2.7009,-0.5835,15.9399,15.5377,15.7388,1.8332,0.2637,15.6302,15.6343,15.6323,-0.5053,-1.7970,15.6299,15.6302,15.6301,-0.0749,-1.8170,16.0723,15.5931,15.8327,2.3975,-1.0757,11.8328,11.8076,11.8202,2.8682,-2.3332,12.1817,12.1561,12.1689,1.5458,-1.8483,12.2121,12.1817,12.1969,1.9201,-3.4367,12.2121,12.1607,12.1864,1.7851,0.4724,12.0911,12.0536,12.0723,0.7885,0.4924,12.9292,13.2079,13.0686,-1.8904,-0.3547,12.9292,12.9348,12.9320,-0.6682,1.7059,12.9034,12.9124,12.9079,-1.1088,1.7259,12.9124,13.6950,13.3037,-3.0407,0.9846,6.4742,505.9013,76747.0000,-43611.0255
583.0000,12.6554,18.1512,8803.7000,105190.6000,-96386.9000,5.4292,1847.3637,16850.4831,18697.8468,262.9925,122041.0831,6956.3363,-115084.7468,18.0635,12.5967,13372.1000,0.0000,13372.1000,-0.4849,3151.1266,0.0000,3151.1266,23.0853,0.0000,10220.9734,10220.9734,17.6372,13.8399,42112.5000,0.0000,42112.5000,-2.3142,8228.1814,0.0000,8228.1814,109.6652,0.0000,33884.3186,33884.3186,17.4328,11.9800,500.2000,0.0000,500.2000,-0.0181,118.8021,0.0000,118.8021,0.8655,0.0000,381.3979,381.3979,16.2386,13.5397,25379.0000,0.0000,25379.0000,-1.9525,5055.5030,0.0000,5055.5030,93.1244,0.0000,20323.4970,20323.4970,16.4134,10.9836,500.2000,0.0000,500.2000,-0.0181,120.3568,0.0000,120.3568,0.8685,0.0000,379.8432,379.8432,17.9535,11.1287,14.5411,1.0906,44168.9285,17.2163,11.7647,14.4905,0.7841,18817.2431,16.4582,12.5137,14.4860,0.5673,11913.2395,18.1512,18.0635,18.1074,24.9037,5.8642,18.0635,17.9535,18.0085,24.5585,5.3793,17.9535,17.6372,17.7953,21.2587,3.7014,17.6372,17.4328,17.5350,20.5928,1.3872,17.4328,17.2163,17.3246,17.2233,1.3690,17.2163,15.9533,16.5848,10.2461,0.4741,16.4134,16.3301,16.3717,8.9599,-1.4783,16.4582,16.4134,16.4358,9.7599,-1.4965,18.1512,16.4582,17.3047,17.8007,-2.2795,12.4600,12.4337,12.4469,7.5992,-5.9602,12.4677,12.4479,12.4578,3.5234,-5.4753,13.2253,13.0594,13.1424,11.4463,-3.7973,12.2758,12.2662,12.2710,1.0577,-1.4831,12.3254,12.2795,12.3025,2.8138,-1.4650,13.5397,13.2057,13.3727,3.7069,-0.5701,13.5397,13.4706,13.5052,6.9536,1.3824,13.4384,13.3788,13.4086,6.0792,1.4005,13.0686,13.2605,13.1645,-1.6430,2.1836,10.6867,835.0761,-14522.9000,74899.4111
584.0000,12.8455,18.7546,6024.6000,142115.3000,-136090.7000,7.0296,1260.1664,22864.5780,24124.7445,340.3275,164979.8780,4764.4336,-160215.4445,18.7236,13.2448,22700.1000,0.0000,22700.1000,-0.8232,5306.2486,0.0000,5306.2486,38.0800,0.0000,17393.8514,17393.8514,18.4998,14.6929,30918.6000,0.0000,30918.6000,-1.6991,5973.0535,0.0000,5973.0535,78.2346,0.0000,24945.5465,24945.5465,18.3828,12.9108,1026.0000,0.0000,1026.0000,-0.0372,240.8289,0.0000,240.8289,1.7362,0.0000,785.1711,785.1711,17.2490,14.5406,24183.1000,0.0000,24183.1000,-1.8605,4749.8907,0.0000,4749.8907,87.7758,0.0000,19433.2093,19433.2093,17.5119,12.0580,1026.0000,0.0000,1026.0000,-0.0372,243.4423,0.0000,243.4423,1.7613,0.0000,782.5577,782.5577,18.6764,10.5681,14.6223,0.9932,40226.5728,18.2206,10.9195,14.5701,0.8049,19318.1589,17.5815,11.5438,14.5626,0.6656,13978.2863,18.7546,18.7236,18.7391,7.6598,5.0993,18.7236,18.6764,18.7000,8.3815,4.2761,18.6764,18.4998,18.5881,9.6034,2.9898,18.4998,18.3828,18.4413,10.9737,1.2908,18.3828,18.2206,18.3017,11.8284,1.2536,18.2206,16.9643,17.5924,12.1958,0.5676,17.5119,17.3740,17.4430,12.9638,-1.2929,17.5815,17.5119,17.5467,13.4425,-1.3301,18.7546,17.5815,18.1680,10.4544,-1.9304,12.7399,12.7261,12.7330,3.4894,-5.1865,12.6615,12.6447,12.6531,2.3928,-4.3634,13.6325,13.5366,13.5845,5.3724,-3.0771,12.3321,12.3250,12.3285,0.7303,-1.3780,12.3196,12.3160,12.3178,0.2212,-1.3408,14.5406,13.7863,14.1635,9.5787,-0.6548,14.5406,14.4068,14.4737,11.7243,1.2057,14.3365,14.2200,14.2782,10.5308,1.2429,13.3484,13.1813,13.2649,1.2473,1.8431,13.7915,1077.6861,-56236.9000,73523.0181
585.0000,13.0201,19.0781,4346.4000,152248.7000,-147902.3000,7.4212,906.4831,24593.4867,25499.9698,359.4445,176842.1867,3439.9169,-173402.2698,19.0628,13.5774,27693.7000,0.0000,27693.7000,-1.0042,6447.1250,0.0000,6447.1250,46.0437,0.0000,21246.5750,21246.5750,18.9361,19.6421,7770.8000,7200.3000,570.5000,-0.8096,1492.9140,1282.3291,2775.2431,38.4385,8482.6291,6277.8860,-2204.7431,18.8916,13.4095,1720.9000,0.0000,1720.9000,-0.0624,401.4527,0.0000,401.4527,2.8743,0.0000,1319.4473,1319.4473,18.1121,15.3962,23443.4000,0.0000,23443.4000,-1.8036,4551.7762,0.0000,4551.7762,83.6056,0.0000,18891.6238,18891.6238,18.2999,12.8297,1720.9000,0.0000,1720.9000,-0.0624,404.3508,0.0000,404.3508,2.9089,0.0000,1316.5492,1316.5492,19.0396,10.5189,14.7793,1.4927,60454.0906,18.8236,10.6099,14.7168,1.2950,31080.6150,18.3569,11.0511,14.7040,1.1519,24189.2415,19.0781,19.0628,19.0705,4.0355,5.4212,19.0628,19.0396,19.0512,4.2744,4.4170,19.0396,18.9361,18.9879,4.8604,2.5775,18.9361,18.8916,18.9138,5.7387,1.7679,18.8916,18.8236,18.8576,6.7446,1.7055,18.8236,18.0154,18.4195,10.0178,0.7244,18.2999,18.1771,18.2385,9.6364,-1.0792,18.3569,18.2999,18.3284,9.4694,-1.1416,19.0781,18.3569,18.7175,6.6675,-2.0000,12.9464,12.9369,12.9416,2.5533,-5.5045,12.8189,12.8055,12.8122,1.9562,-4.5002,14.6449,14.4089,14.5269,11.4086,-2.6607,12.4717,12.4593,12.4655,1.6892,-1.8511,12.4607,12.4390,12.4498,1.6296,-1.7887,15.3962,14.7088,15.0525,10.7652,-0.8077,15.3962,15.2539,15.3251,10.3102,0.9959,15.1109,14.9894,15.0502,9.3518,1.0583,13.2256,13.2593,13.2425,-0.2339,1.9168,14.5990,1140.7879,-92752.9000,115723.9471
586.0000,12.5919,18.7393,3125.9000,160503.0000,-157377.1000,7.7478,656.6396,25673.8426,26330.4822,375.5098,186176.8426,2469.2604,-183707.5822,18.7535,13.2743,31487.5000,0.0000,31487.5000,-1.1418,7357.6813,0.0000,7357.6813,52.1147,0.0000,24129.8187,24129.8187,12.9547,16.0058,2697.0000,7292.4000,-4595.4000,0.5357,564.6579,1177.5110,1742.1689,26.0281,8469.9110,2132.3421,-6337.5689,18.2584,12.7892,1865.3000,0.0000,1865.3000,-0.0676,438.5027,0.0000,438.5027,3.0943,0.0000,1426.7973,1426.7973,18.4677,15.7489,21937.6000,0.0000,21937.6000,-1.6877,4239.7955,0.0000,4239.7955,77.0836,0.0000,17697.8045,17697.8045,18.6830,13.2052,1865.3000,0.0000,1865.3000,-0.0676,436.2365,0.0000,436.2365,3.1190,0.0000,1429.0635,1429.0635,18.7718,11.1184,14.9451,1.9383,78501.7418,18.3088,11.3710,14.8399,1.5814,37953.4322,18.7214,11.0631,14.8923,1.7456,36657.9944,18.7393,18.7535,18.7464,-3.8747,5.6951,18.7535,18.7718,18.7626,-3.4461,4.5533,18.7718,18.8360,18.8039,-2.1833,1.8940,18.2120,18.2584,18.2352,-8.1531,2.4297,18.2584,18.3088,18.2836,-6.8904,2.3620,18.3088,18.3686,18.3387,-0.9394,0.9437,18.6830,18.5934,18.6382,4.8603,-0.7440,18.7214,18.6830,18.7022,4.5478,-0.8117,18.7393,18.7214,18.7304,0.1916,-2.0527,12.3713,12.3954,12.3833,-6.7011,-5.7691,12.0926,12.1485,12.1205,-8.3107,-4.6273,12.9547,13.4090,13.1819,-16.1956,-1.9679,12.9884,12.9547,12.9715,6.1429,-2.5036,13.0632,12.9939,13.0286,7.0202,-2.4360,15.7489,15.4217,15.5853,6.4658,-1.0177,15.7489,15.6551,15.7020,4.5851,0.6701,15.4304,15.3532,15.3918,4.1589,0.7377,12.6625,13.1650,12.9138,-3.9307,1.9787,16.3131,1274.7300,-104816.8000,153113.1684
587.0000,12.4689,18.6771,2295.1000,167394.1000,-165099.0000,8.0303,483.1213,26701.4764,27184.5977,388.1240,194095.5764,1811.9787,-192283.5977,18.6799,13.2022,37175.7000,0.0000,37175.7000,-1.3481,8694.5903,0.0000,8694.5903,61.7837,0.0000,28481.1097,28481.1097,13.0308,17.2466,1181.4000,6685.6000,-5504.2000,0.4202,247.0432,1080.6435,1327.6867,20.5053,7766.2435,934.3568,-6831.8867,18.4400,12.9672,1909.9000,0.0000,1909.9000,-0.0693,447.9901,0.0000,447.9901,3.1954,0.0000,1461.9099,1461.9099,18.5250,15.8058,20055.0000,0.0000,20055.0000,-1.5429,3873.0977,0.0000,3873.0977,70.0433,0.0000,16181.9023,16181.9023,18.7161,13.2377,1909.9000,0.0000,1909.9000,-0.0693,446.4883,0.0000,446.4883,3.1771,0.0000,1463.4117,1463.4117,18.6848,11.3388,15.0118,1.8962,76798.0811,18.4262,11.3921,14.9092,1.6341,39219.5322,18.7177,11.2196,14.9687,1.7420,36581.0010,18.6771,18.6799,18.6785,-0.7835,5.9782,18.6799,18.6848,18.6823,-0.9329,4.6301,18.6848,18.7197,18.7023,-1.1909,1.9196,18.4552,18.4400,18.4476,2.5987,2.3398,18.4400,18.4262,18.4331,1.8399,2.2705,18.4262,18.3730,18.3996,0.7713,0.8249,18.7161,18.6997,18.7079,0.8767,-0.7180,18.7177,18.7161,18.7169,0.2131,-0.7872,18.6771,18.7177,18.6974,-0.3618,-2.0521,12.3278,12.3300,12.3289,-0.6205,-6.0502,12.0736,12.0771,12.0754,-0.5087,-4.7022,13.0308,13.0737,13.0522,-1.5282,-1.9917,13.0351,13.0308,13.0329,0.7769,-2.4118,13.0384,13.0371,13.0377,0.1468,-2.3426,15.8058,15.6915,15.7486,2.0073,-0.8970,15.8058,15.7819,15.7938,1.1446,0.6459,15.5355,15.5053,15.5204,1.5881,0.7152,12.7675,12.8935,12.8305,-0.9687,1.9801,16.6177,1298.5273,-109552.7000,152598.6143
