Hour,building1_htg_clg:EFT [C],building1_htg_clg:ExFT [C],building1_htg_clg:Q_htg [W],building1_htg_clg:Q_clg [W],building1_htg_clg:Q_net [W],building1_htg_clg:M_flow [kg/s],building1_htg_clg:P_hp_htg [W],building1_htg_clg:P_hp_clg [W],building1_htg_clg:P_hp_tot [W],building1_htg_clg:P_pump [W],building1_htg_clg:Q_src_clg [W],building1_htg_clg:Q_src_htg [W],building1_htg_clg:Q_src_het [W],building1_dhw:EFT [C],building1_dhw:ExFT [C],building1_dhw:Q_htg [W],building1_dhw:Q_clg [W],building1_dhw:Q_net [W],building1_dhw:M_flow [kg/s],building1_dhw:P_hp_htg [W],building1_dhw:P_hp_clg [W],building1_dhw:P_hp_tot [W],building1_dhw:P_pump [W],building1_dhw:Q_src_clg [W],building1_dhw:Q_src_htg [W],building1_dhw:Q_src_het [W],building2_htg_clg:EFT [C],building2_htg_clg:ExFT [C],building2_htg_clg:Q_htg [W],building2_htg_clg:Q_clg [W],building2_htg_clg:Q_net [W],building2_htg_clg:M_flow [kg/s],building2_htg_clg:P_hp_htg [W],building2_htg_clg:P_hp_clg [W],building2_htg_clg:P_hp_tot [W],building2_htg_clg:P_pump [W],building2_htg_clg:Q_src_clg [W],building2_htg_clg:Q_src_htg [W],building2_htg_clg:Q_src_het [W],building2_dhw:EFT [C],building2_dhw:ExFT [C],building2_dhw:Q_htg [W],building2_dhw:Q_clg [W],building2_dhw:Q_net [W],building2_dhw:M_flow [kg/s],building2_dhw:P_hp_htg [W],building2_dhw:P_hp_clg [W],building2_dhw:P_hp_tot [W],building2_dhw:P_pump [W],building2_dhw:Q_src_clg [W],building2_dhw:Q_src_htg [W],building2_dhw:Q_src_het [W],building3_htg_clg:EFT [C],building3_htg_clg:ExFT [C],building3_htg_clg:Q_htg [W],building3_htg_clg:Q_clg [W],building3_htg_clg:Q_net [W],building3_htg_clg:M_flow [kg/s],building3_htg_clg:P_hp_htg [W],building3_htg_clg:P_hp_clg [W],building3_htg_clg:P_hp_tot [W],building3_htg_clg:P_pump [W],building3_htg_clg:Q_src_clg [W],building3_htg_clg:Q_src_htg [W],building3_htg_clg:Q_src_het [W],building3_dhw:EFT [C],building3_dhw:ExFT [C],building3_dhw:Q_htg [W],building3_dhw:Q_clg [W],building3_dhw:Q_net [W],building3_dhw:M_flow [kg/s],building3_dhw:P_hp_htg [W],building3_dhw:P_hp_clg [W],building3_dhw:P_hp_tot [W],building3_dhw:P_pump [W],building3_dhw:Q_src_clg [W],building3_dhw:Q_src_htg [W],building3_dhw:Q_src_het [W],ghe1:EFT [C],ghe1:ExFT [C],ghe1:ExFT Mixed Loop [C],ghe1:MFT [C],ghe1:Q [W/m],ghe1:Q_tot [W],ghe2:EFT [C],ghe2:ExFT [C],ghe2:ExFT Mixed Loop [C],ghe2:MFT [C],ghe2:Q [W/m],ghe2:Q_tot [W],ghe3:EFT [C],ghe3:ExFT [C],ghe3:ExFT Mixed Loop [C],ghe3:MFT [C],ghe3:Q [W/m],ghe3:Q_tot [W],Network:M_flow [kg/s],Network:P_pump [W],Network:Q_net_bldg [W],Network:Q_net_ghe [W]
2507,6.5473,13.0894,240.1000,151882.8000,-151642.7000,6.8644,56.2059,21509.5987,21565.8046,335.2465,173392.3987,183.8941,-173208.5046,13.0894,11.3772,32048.3000,0.0000,32048.3000,1.1856,8064.2120,0.0000,8064.2120,57.9011,0.0000,23984.0880,23984.0880,11.3772,11.4650,0.0000,17779.9000,-17779.9000,0.9338,0.0000,2814.1932,2814.1932,45.6072,20594.0932,0.0000,-20594.0932,11.4650,11.4130,1251.9000,0.0000,1251.9000,0.0476,322.3571,0.0000,322.3571,2.3244,0.0000,929.5429,929.5429,11.4130,11.2822,2571.0000,905.9000,1665.1000,0.1987,550.5405,148.0592,698.5997,9.7020,1053.9592,2020.4595,966.5003,11.2822,10.8840,10399.2000,0.0000,10399.2000,0.3973,2684.8084,0.0000,2684.8084,19.4015,0.0000,7714.3916,7714.3916,10.8840,6.5467,6.5467,8.7154,8.0528,120792.4843,6.5467,6.5478,6.5471,8.7159,8.0508,64406.2534,6.5471,6.5481,6.5473,8.7160,8.0503,56352.2237,14.4410,1128.4383,-124058.1000,241550.9614
2508,6.6113,13.1735,2.5000,156951.7000,-156949.2000,7.0802,0.5845,22251.9257,22252.5102,345.7860,179203.6257,1.9155,-179201.7102,13.1735,11.5035,32053.2000,0.0000,32053.2000,1.1843,8055.9909,0.0000,8055.9909,57.8373,0.0000,23997.2091,23997.2091,11.5035,11.5860,0.0000,18626.0000,-18626.0000,0.9788,0.0000,2952.5303,2952.5303,47.8010,21578.5303,0.0000,-21578.5303,11.5860,11.5370,1208.1000,0.0000,1208.1000,0.0458,310.5375,0.0000,310.5375,2.2377,0.0000,897.5625,897.5625,11.5370,11.4455,1859.4000,1162.9000,696.5000,0.1712,397.3762,190.2727,587.6490,8.3599,1353.1727,1462.0238,108.8510,11.4455,11.0952,9247.7000,0.0000,9247.7000,0.3518,2381.8972,0.0000,2381.8972,17.1806,0.0000,6865.8028,6865.8028,11.0952,6.6107,6.6107,8.8529,8.4858,127286.4758,6.6107,6.6118,6.6111,8.8535,8.4837,67869.2525,6.6111,6.6121,6.6113,8.8536,8.4832,59382.1913,14.7180,1150.0858,-132369.7000,254537.9196
2509,6.6847,13.2458,0.0000,165810.4000,-165810.4000,7.4823,0.0000,23537.6869,23537.6869,365.4215,189348.0869,0.0000,-189348.0869,13.2458,11.6561,32005.8000,0.0000,32005.8000,1.1809,8035.9726,0.0000,8035.9726,57.6756,0.0000,23969.8274,23969.8274,11.6561,11.7281,0.0000,18985.6000,-18985.6000,0.9981,0.0000,3015.0550,3015.0550,48.7448,22000.6550,0.0000,-22000.6550,11.7281,11.6894,992.5000,0.0000,992.5000,0.0376,254.5981,0.0000,254.5981,1.8347,0.0000,737.9019,737.9019,11.6894,11.6338,1212.8000,1720.9000,-508.1000,0.1642,258.5634,281.9610,540.5244,8.0198,2002.8610,954.2366,-1048.6244,11.6338,11.3348,8096.3000,0.0000,8096.3000,0.3072,2079.6923,0.0000,2079.6923,15.0010,0.0000,6016.6077,6016.6077,11.3348,6.6841,6.6841,9.0094,9.1215,136822.2562,6.6841,6.6852,6.6845,9.0100,9.1193,72954.2975,6.6845,6.6855,6.6847,9.0101,9.1188,63831.5007,15.2553,1192.0737,-144209.5000,273608.0544
2510,6.6756,13.2340,0.0000,138709.2000,-138709.2000,6.2618,0.0000,19687.4316,19687.4316,305.8160,158396.6316,0.0000,-158396.6316,13.2340,11.3846,32010.7000,0.0000,32010.7000,1.1798,8038.5245,0.0000,8038.5245,57.6190,0.0000,23972.1755,23972.1755,11.3846,11.5041,0.0000,20203.9000,-20203.9000,1.0627,0.0000,3198.1411,3198.1411,51.9001,23402.0411,0.0000,-23402.0411,11.5041,11.4656,886.3000,0.0000,886.3000,0.0335,228.0887,0.0000,228.0887,1.6345,0.0000,658.2113,658.2113,11.4656,11.4379,668.1000,2042.1000,-1374.0000,0.1503,142.9434,333.9138,476.8573,7.3402,2376.0138,525.1566,-1850.8573,11.4379,11.0613,9247.7000,0.0000,9247.7000,0.3498,2382.1595,0.0000,2382.1595,17.0813,0.0000,6865.5405,6865.5405,11.0613,6.6750,6.6750,8.8681,7.6451,114676.1577,6.6750,6.6761,6.6754,8.8687,7.6430,61144.3908,6.6754,6.6765,6.6756,8.8689,7.6425,53497.4973,13.5567,1059.3389,-118142.4000,229318.0458
2511,6.7064,13.2655,0.0000,145141.1000,-145141.1000,6.5518,0.0000,20611.2906,20611.2906,319.9809,165752.3906,0.0000,-165752.3906,13.2655,11.4853,32006.0000,0.0000,32006.0000,1.1798,8033.8245,0.0000,8033.8245,57.6212,0.0000,23972.1755,23972.1755,11.4853,11.5909,0.0000,19738.2000,-19738.2000,1.0372,0.0000,3128.1553,3128.1553,50.6565,22866.3553,0.0000,-22866.3553,11.5909,11.5513,935.8000,0.0000,935.8000,0.0355,240.5267,0.0000,240.5267,1.7322,0.0000,695.2733,695.2733,11.5513,11.5401,359.4000,2108.7000,-1749.3000,0.1363,76.7907,345.0679,421.8586,6.6554,2453.7679,282.6093,-2171.1586,11.5401,11.1119,10783.0000,0.0000,10783.0000,0.4091,2773.5570,0.0000,2773.5570,19.9815,0.0000,8009.4430,8009.4430,11.1119,6.7057,6.7057,8.9088,7.9448,119172.1579,6.7057,6.7069,6.7061,8.9094,7.9427,63541.5042,6.7061,6.7072,6.7064,8.9095,7.9421,55594.9297,14.0247,1095.9065,-122903.8000,238308.5918
2512,6.6578,13.2152,0.0000,144387.7000,-144387.7000,6.5189,0.0000,20487.0949,20487.0949,318.3729,164874.7949,0.0000,-164874.7949,13.2152,11.7047,26316.5000,0.0000,26316.5000,0.9696,6610.3293,0.0000,6610.3293,47.3549,0.0000,19706.1707,19706.1707,11.7047,11.7628,0.0000,14662.1000,-14662.1000,0.7707,0.0000,2329.8247,2329.8247,37.6421,16991.9247,0.0000,-16991.9247,11.7628,11.7363,576.3000,0.0000,576.3000,0.0218,147.7602,0.0000,147.7602,1.0652,0.0000,428.5398,428.5398,11.7363,11.7379,67.6000,2162.7000,-2095.1000,0.1224,14.4013,354.5001,368.9014,5.9769,2517.2001,53.1987,-2464.0014,11.7379,11.1324,14237.4000,0.0000,14237.4000,0.5393,3651.6967,0.0000,3651.6967,26.3382,0.0000,10585.7033,10585.7033,11.1324,6.6572,6.6572,8.8948,7.7180,115770.1383,6.6572,6.6584,6.6576,8.8954,7.7159,61727.4087,6.6576,6.6587,6.6578,8.8955,7.7154,54007.5816,13.4142,1048.2007,-120014.7000,231505.1286
2513,6.4626,13.0189,0.0000,126734.4000,-126734.4000,5.7204,0.0000,17922.1002,17922.1002,279.3741,144656.5002,0.0000,-144656.5002,13.0189,11.9503,15660.1000,0.0000,15660.1000,0.5774,3944.3822,0.0000,3944.3822,28.2016,0.0000,11715.7178,11715.7178,11.9503,11.9487,178.7000,8893.2000,-8714.5000,0.4781,38.0297,1417.4096,1455.4393,23.3520,10310.6096,140.6703,-10169.9393,11.9487,11.9161,561.1000,0.0000,561.1000,0.0212,143.4809,0.0000,143.4809,1.0342,0.0000,417.6191,417.6191,11.9161,11.9139,32.4000,1934.8000,-1902.4000,0.1079,6.8828,317.6745,324.5573,5.2680,2252.4745,25.5172,-2226.9573,11.9139,11.0402,16732.2000,0.0000,16732.2000,0.6317,4280.7754,0.0000,4280.7754,30.8533,0.0000,12451.4246,12451.4246,11.0402,6.4619,6.4619,8.7510,6.6544,99816.7370,6.4619,6.4632,6.4623,8.7517,6.6526,53220.7145,6.4623,6.4635,6.4626,8.7519,6.6521,46564.3639,11.3051,883.3997,-104397.9000,199601.8155
2514,6.4446,13.0076,0.0000,104519.5000,-104519.5000,4.7127,0.0000,14776.0524,14776.0524,230.1605,119295.5524,0.0000,-119295.5524,13.0076,11.7339,15648.2000,0.0000,15648.2000,0.5788,3942.0083,0.0000,3942.0083,28.2672,0.0000,11706.1917,11706.1917,11.7339,11.5088,2443.4000,170.8000,2272.6000,0.1492,521.8521,27.1500,549.0021,7.2874,197.9500,1921.5479,1723.5979,11.5088,11.4691,572.6000,0.0000,572.6000,0.0215,147.3482,0.0000,147.3482,1.0522,0.0000,425.2518,425.2518,11.4691,11.4487,298.9000,1318.6000,-1019.7000,0.0894,63.9476,215.6175,279.5651,4.3642,1534.2175,234.9524,-1299.2651,11.4487,10.4727,15964.5000,0.0000,15964.5000,0.6010,4111.7314,0.0000,4111.7314,29.3532,0.0000,11852.7686,11852.7686,10.4727,6.4438,6.4438,8.4583,4.7804,71706.1007,6.4438,6.4452,6.4443,8.4589,4.7788,38230.3123,6.4443,6.4456,6.4446,8.4592,4.7783,33447.8762,9.2290,721.1634,-71081.3000,143384.2892
2515,6.7035,13.2375,160.0000,63796.2000,-63636.2000,2.8860,37.3451,9059.1678,9096.5129,140.9497,72855.3678,122.6549,-72732.7129,13.2375,11.2942,15664.8000,0.0000,15664.8000,0.5795,3933.5554,0.0000,3933.5554,28.3022,0.0000,11731.2446,11731.2446,11.2942,10.5341,6272.1000,0.0000,6272.1000,0.3614,1349.4452,0.0000,1349.4452,17.6507,0.0000,4922.6548,4922.6548,10.5341,10.4847,570.4000,0.0000,570.4000,0.0216,148.8749,0.0000,148.8749,1.0557,0.0000,421.5251,421.5251,10.4847,10.4314,697.6000,883.3000,-185.7000,0.0887,151.6347,143.2587,294.8933,4.3304,1026.5587,545.9653,-480.5933,10.4314,9.3594,14621.2000,0.0000,14621.2000,0.5547,3821.8911,0.0000,3821.8911,27.0890,0.0000,10799.3089,10799.3089,9.3594,6.7027,6.7027,8.0310,2.3015,34521.9076,6.7027,6.7041,6.7032,8.0318,2.3002,18401.4167,6.7032,6.7047,6.7035,8.0321,2.2997,16098.0131,6.7379,526.5065,-26693.4000,69021.3373
2516,6.6747,13.0779,703.0000,59340.0000,-58637.0000,2.7219,164.1742,8422.1721,8586.3464,132.9333,67762.1721,538.8258,-67223.3464,13.0779,11.0635,15665.6000,0.0000,15665.6000,0.5774,3942.5188,0.0000,3942.5188,28.2017,0.0000,11723.0812,11723.0812,11.0635,10.0525,8435.7000,0.0000,8435.7000,0.4901,1822.0127,0.0000,1822.0127,23.9381,0.0000,6613.6873,6613.6873,10.0525,9.9970,666.0000,0.0000,666.0000,0.0257,175.0621,0.0000,175.0621,1.2529,0.0000,490.9379,490.9379,9.9970,9.9012,1140.7000,636.5000,504.2000,0.1020,249.9396,102.8562,352.7958,4.9801,739.3562,890.7604,151.4042,9.9012,9.0499,11934.5000,0.0000,11934.5000,0.4605,3144.0796,0.0000,3144.0796,22.4911,0.0000,8790.4204,8790.4204,9.0499,6.6738,6.6738,7.8619,2.0060,30090.1870,6.6738,6.6753,6.6743,7.8626,2.0047,16037.6150,6.6743,6.6759,6.6747,7.8629,2.0043,14029.7724,6.5665,513.1132,-21431.0000,60157.5744
2517,6.8585,13.0683,1401.5000,50997.9000,-49596.4000,2.3875,326.1705,7261.3559,7587.5263,116.6026,58259.2559,1075.3295,-57183.9263,13.0683,10.8628,15656.6000,0.0000,15656.6000,0.5786,3940.7835,0.0000,3940.7835,28.2561,0.0000,11715.8165,11715.8165,10.8628,9.4158,12314.0000,0.0000,12314.0000,0.7186,2668.7453,0.0000,2668.7453,35.0975,0.0000,9645.2547,9645.2547,9.4158,9.3793,470.4000,0.0000,470.4000,0.0183,124.8216,0.0000,124.8216,0.8922,0.0000,345.5784,345.5784,9.3793,9.1853,2316.3000,369.1000,1947.2000,0.1578,512.7522,59.3950,572.1472,7.7050,428.4950,1803.5478,1375.0528,9.1853,8.5064,10399.2000,0.0000,10399.2000,0.4049,2768.9724,0.0000,2768.9724,19.7765,0.0000,7630.2276,7630.2276,8.5064,6.8576,6.8576,7.6820,1.3564,20345.5742,6.8576,6.8592,6.8581,7.6828,1.3551,10840.4357,6.8581,6.8597,6.8585,7.6830,1.3546,9482.2397,6.3986,499.9920,-8809.0000,40668.2497
2518,6.8902,12.8694,2142.6000,46257.2000,-44114.6000,2.2202,498.3505,6590.0039,7088.3544,108.4328,52847.2039,1644.2495,-51202.9544,12.8694,10.5804,15648.5000,0.0000,15648.5000,0.5784,3949.7247,0.0000,3949.7247,28.2458,0.0000,11698.7753,11698.7753,10.5804,8.9397,14377.6000,0.0000,14377.6000,0.8423,3131.0174,0.0000,3131.0174,41.1369,0.0000,11246.5826,11246.5826,8.9397,8.9056,464.7000,0.0000,464.7000,0.0182,124.1913,0.0000,124.1913,0.8912,0.0000,340.5087,340.5087,8.9056,8.5839,4020.2000,163.9000,3856.3000,0.2506,897.0357,26.2978,923.3335,12.2385,190.1978,3123.1643,2932.9665,8.5839,8.2274,5793.4000,0.0000,5793.4000,0.2284,1556.6129,0.0000,1556.6129,11.1560,0.0000,4236.7871,4236.7871,8.2274,6.8892,6.8892,7.5583,1.0680,16019.3012,6.8892,6.8908,6.8898,7.5591,1.0666,8533.0980,6.8898,6.8914,6.8902,7.5594,1.0662,7463.3786,6.2072,485.0428,-3974.1000,32015.7778
2519,7.0272,12.4929,3784.1000,40748.6000,-36964.5000,2.0711,877.8951,5819.2490,6697.1441,101.1502,46567.8490,2906.2049,-43661.6441,12.4929,10.1829,15661.8000,0.0000,15661.8000,0.5807,3974.0936,0.0000,3974.0936,28.3586,0.0000,11687.7064,11687.7064,10.1829,8.3635,17349.5000,0.0000,17349.5000,1.0219,3804.1247,0.0000,3804.1247,49.9099,0.0000,13545.3753,13545.3753,8.3635,8.3368,408.7000,0.0000,408.7000,0.0162,110.1794,0.0000,110.1794,0.7904,0.0000,298.5206,298.5206,8.3368,7.9299,5911.8000,8.9000,5902.9000,0.3591,1331.8822,1.4235,1333.3057,17.5381,10.3235,4579.9178,4569.5943,7.9299,7.8341,1763.3000,0.0000,1763.3000,0.0703,478.5034,0.0000,478.5034,3.4320,0.0000,1284.7966,1284.7966,7.8341,7.0262,7.0262,7.4301,0.6418,9626.5365,7.0262,7.0279,7.0268,7.4310,0.6404,5123.4234,7.0268,7.0285,7.0272,7.4313,0.6400,4479.8551,6.1789,482.8303,4121.7000,19229.8150
2520,7.1149,12.2223,4682.3000,36398.8000,-31716.5000,1.9294,1084.4943,5206.1530,6290.6473,94.2275,41604.9530,3597.8057,-38007.1473,12.2223,9.8630,15644.0000,0.0000,15644.0000,0.5835,3984.8241,0.0000,3984.8241,28.4966,0.0000,11659.1759,11659.1759,9.8630,8.0272,18193.6000,0.0000,18193.6000,1.0799,4011.4106,0.0000,4011.4106,52.7415,0.0000,14182.1894,14182.1894,8.0272,8.0016,410.3000,0.0000,410.3000,0.0164,111.1774,0.0000,111.1774,0.8018,0.0000,299.1226,299.1226,8.0016,7.5768,6726.1000,0.0000,6726.1000,0.4126,1524.0376,0.0000,1524.0376,20.1531,0.0000,5202.0624,5202.0624,7.5768,7.5262,994.8000,0.0000,994.8000,0.0401,271.4186,0.0000,271.4186,1.9594,0.0000,723.3814,723.3814,7.5262,7.1139,7.1139,7.3200,0.3229,4844.1539,7.1139,7.1156,7.1145,7.3209,0.3216,2572.6824,7.1145,7.1162,7.1149,7.3212,0.3211,2247.9325,6.0929,476.1116,10252.3000,9664.7687
2521,7.1985,11.8751,5731.4000,32549.0000,-26817.6000,1.8187,1325.4118,4662.4581,5987.8699,88.8234,37211.4581,4405.9882,-32805.4699,11.8751,9.5100,15636.0000,0.0000,15636.0000,0.5857,4002.5429,0.0000,4002.5429,28.6060,0.0000,11633.4571,11633.4571,9.5100,7.6939,19065.5000,0.0000,19065.5000,1.1387,4229.6742,0.0000,4229.6742,55.6138,0.0000,14835.8258,14835.8258,7.6939,7.6700,409.1000,0.0000,409.1000,0.0165,111.4177,0.0000,111.4177,0.8043,0.0000,297.6823,297.6823,7.6700,7.2614,7144.1000,0.0000,7144.1000,0.4412,1628.0009,0.0000,1628.0009,21.5497,0.0000,5516.0991,5516.0991,7.2614,7.2415,419.6000,0.0000,419.6000,0.0170,115.0385,0.0000,115.0385,0.8318,0.0000,304.5615,304.5615,7.2415,7.1975,7.1975,7.2195,0.0341,510.9212,7.1975,7.1993,7.1981,7.2204,0.0327,261.4502,7.1981,7.1999,7.1985,7.2207,0.0322,225.5688,6.0269,470.9500,15856.7000,997.9402
2522,7.3383,11.4931,6904.6000,28642.5000,-21737.9000,1.7126,1592.5656,4113.1798,5705.7454,83.6393,32755.6798,5312.0344,-27443.6454,11.4931,9.1497,15625.8000,0.0000,15625.8000,0.5886,4021.9256,0.0000,4021.9256,28.7486,0.0000,11603.8744,11603.8744,9.1497,7.3060,21470.4000,0.0000,21470.4000,1.2912,4793.5521,0.0000,4793.5521,63.0625,0.0000,16676.8479,16676.8479,7.3060,7.2851,402.5000,0.0000,402.5000,0.0163,110.2746,0.0000,110.2746,0.7962,0.0000,292.2254,292.2254,7.2851,6.8941,8194.4000,0.0000,8194.4000,0.5095,1879.8106,0.0000,1879.8106,24.8837,0.0000,6314.5894,6314.5894,6.8941,6.8768,419.6000,0.0000,419.6000,0.0171,115.6923,0.0000,115.6923,0.8367,0.0000,303.9077,303.9077,6.8768,7.3373,7.3373,7.1071,-0.3673,-5508.7522,7.3373,7.3391,7.3379,7.1080,-0.3687,-2949.5863,7.3379,7.3397,7.3383,7.1083,-0.3692,-2584.2539,6.2031,484.7209,24374.8000,-11042.5924
2523,7.3880,11.2047,7954.0000,27584.4000,-19630.4000,1.7274,1832.9171,3964.7860,5797.7031,84.3611,31549.1860,6121.0829,-25428.1031,11.2047,8.9587,15635.2000,0.0000,15635.2000,0.5927,4041.1381,0.0000,4041.1381,28.9465,0.0000,11594.0619,11594.0619,8.9587,7.0601,24510.9000,0.0000,24510.9000,1.4846,5490.9524,0.0000,5490.9524,72.5050,0.0000,19019.9476,19019.9476,7.0601,7.0410,416.8000,0.0000,416.8000,0.0170,114.6259,0.0000,114.6259,0.8305,0.0000,302.1741,302.1741,7.0410,6.6708,9129.0000,0.0000,9129.0000,0.5721,2103.1154,0.0000,2103.1154,27.9392,0.0000,7025.8846,7025.8846,6.6708,6.6352,994.4000,0.0000,994.4000,0.0409,275.1260,0.0000,275.1260,1.9967,0.0000,719.2740,719.2740,6.6352,7.3870,7.3870,7.0111,-0.6429,-9643.6594,7.3870,7.3888,7.3876,7.0120,-0.6445,-5155.8307,7.3876,7.3894,7.3880,7.0123,-0.6450,-4514.9793,6.6519,519.7894,31055.9000,-19314.4694
2524,7.5309,10.8333,9102.6000,24635.1000,-15532.5000,1.6624,2092.0394,3550.0665,5642.1059,81.1893,28185.1665,7010.5606,-21174.6059,10.8333,8.6549,15642.9000,0.0000,15642.9000,0.5958,4065.0005,0.0000,4065.0005,29.0992,0.0000,11577.8995,11577.8995,8.6549,6.6917,29814.5000,0.0000,29814.5000,1.8127,6715.3568,0.0000,6715.3568,88.5270,0.0000,23099.1432,23099.1432,6.6917,6.6704,566.5000,0.0000,566.5000,0.0232,156.6859,0.0000,156.6859,1.1340,0.0000,409.8141,409.8141,6.6704,6.3659,9841.3000,0.0000,9841.3000,0.6198,2281.9387,0.0000,2281.9387,30.2697,0.0000,7559.3613,7559.3613,6.3659,6.2123,5400.8000,0.0000,5400.8000,0.2230,1501.3669,0.0000,1501.3669,10.8907,0.0000,3899.4331,3899.4331,6.2123,7.5298,7.5298,6.8711,-1.2544,-18815.7925,7.5298,7.5317,7.5305,6.8720,-1.2561,-10049.0116,7.5305,7.5323,7.5309,6.8723,-1.2567,-8796.9639,7.4053,578.6635,45733.5000,-37661.7679
2525,7.2718,11.0305,11149.6000,37536.1000,-26386.5000,2.3691,2574.8769,5383.8881,7958.7650,115.7008,42919.9881,8574.7231,-34345.2650,11.0305,9.2789,15639.8000,0.0000,15639.8000,0.5994,4052.5512,0.0000,4052.5512,29.2745,0.0000,11587.2488,11587.2488,9.2789,7.3097,28975.0000,0.0000,28975.0000,1.7723,6454.2984,0.0000,6454.2984,86.5548,0.0000,22520.7016,22520.7016,7.3097,7.2933,409.8000,0.0000,409.8000,0.0169,112.2682,0.0000,112.2682,0.8260,0.0000,297.5318,297.5318,7.2933,6.9347,9563.9000,0.0000,9563.9000,0.6069,2193.6643,0.0000,2193.6643,29.6414,0.0000,7370.2357,7370.2357,6.9347,6.4158,18236.8000,0.0000,18236.8000,0.7574,5025.0989,0.0000,5025.0989,36.9897,0.0000,13211.7011,13211.7011,6.4158,7.2708,7.2708,6.8433,-1.0094,-15141.4610,7.2708,7.2725,7.2714,6.8441,-1.0115,-8092.2160,7.2714,7.2731,7.2718,6.8444,-1.0122,-7085.4421,9.1830,717.5693,46438.8000,-30319.1191
2526,6.9628,11.2805,10653.7000,48526.3000,-37872.6000,2.8384,2474.5894,6922.1072,9396.6967,138.6224,55448.4072,8179.1106,-47269.2967,11.2805,9.6746,15626.1000,0.0000,15626.1000,0.5969,4034.3563,0.0000,4034.3563,29.1524,0.0000,11591.7437,11591.7437,9.6746,8.0460,21145.9000,2.0000,21143.9000,1.2776,4677.6985,0.3108,4678.0093,62.3971,2.3108,16468.2015,16465.8907,8.0460,8.0259,411.5000,0.0000,411.5000,0.0168,111.4706,0.0000,111.4706,0.8198,0.0000,300.0294,300.0294,8.0259,7.6070,8261.2000,0.0000,8261.2000,0.5176,1871.0931,0.0000,1871.0931,25.2791,0.0000,6390.1069,6390.1069,7.6070,6.9195,19386.3000,0.0000,19386.3000,0.7964,5286.8595,0.0000,5286.8595,38.8971,0.0000,14099.4405,14099.4405,6.9195,6.9618,6.9618,6.9407,-0.0493,-739.6175,6.9618,6.9636,6.9624,6.9416,-0.0514,-411.3666,6.9624,6.9642,6.9628,6.9418,-0.0521,-364.4570,9.0657,708.4030,26956.4000,-1515.4411
2527,6.5993,12.1935,4930.5000,61495.6000,-56565.1000,3.0789,1153.0716,8716.7685,9869.8401,150.3688,70212.3685,3777.4284,-66434.9401,12.1935,10.0429,20770.4000,0.0000,20770.4000,0.7901,5292.7771,0.0000,5292.7771,38.5889,0.0000,15477.6229,15477.6229,10.0429,8.9552,13738.5000,2644.6000,11093.9000,0.9618,3019.6717,412.4741,3432.1458,46.9730,3057.0741,10718.8283,7661.7542,8.9552,8.9314,407.9000,0.0000,407.9000,0.0164,108.9862,0.0000,108.9862,0.8017,0.0000,298.9138,298.9138,8.9314,8.4453,7529.1000,3.9000,7525.2000,0.4650,1679.2549,0.6259,1679.8808,22.7105,4.5259,5849.8451,5845.3192,8.4453,7.6402,18620.0000,0.0000,18620.0000,0.7554,5013.4581,0.0000,5013.4581,36.8928,0.0000,13606.5419,13606.5419,7.6402,6.5982,6.5982,7.1192,1.2192,18288.4231,6.5982,6.6001,6.5989,7.1201,1.2171,9736.5168,6.5989,6.6006,6.5993,7.1204,1.2164,8515.1059,9.1015,711.2058,1852.3000,36540.0458
2528,6.2957,12.2930,3290.5000,73663.3000,-70372.8000,3.5248,773.9487,10387.6120,11161.5607,172.1448,84050.9120,2516.5513,-81534.3607,12.2930,9.9176,25889.2000,0.0000,25889.2000,0.9703,6587.8577,0.0000,6587.8577,47.3862,0.0000,19301.3423,19301.3423,9.9176,9.5961,5455.1000,5655.9000,-200.8000,0.6206,1201.6227,881.0177,2082.6404,30.3096,6536.9177,4253.4773,-2283.4404,9.5961,9.5712,402.3000,0.0000,402.3000,0.0159,106.4648,0.0000,106.4648,0.7778,0.0000,295.8352,295.8352,9.5712,9.1553,5816.4000,216.7000,5599.7000,0.3645,1283.4501,34.9149,1318.3650,17.8030,251.6149,4532.9499,4281.3350,9.1553,8.3551,16321.0000,0.0000,16321.0000,0.6521,4347.7093,0.0000,4347.7093,31.8461,0.0000,11973.2907,11973.2907,8.3551,6.2946,6.2946,7.3249,2.4431,36645.8785,6.2946,6.2965,6.2953,7.3258,2.4408,19526.6119,6.2953,6.2970,6.2957,7.3261,2.4402,17081.4948,9.2223,720.6423,-22361.4000,73253.9852
