Hour,building1_htg_clg:EFT [C],building1_htg_clg:ExFT [C],building1_htg_clg:Q_htg [W],building1_htg_clg:Q_clg [W],building1_htg_clg:Q_net [W],building1_htg_clg:M_flow [kg/s],building1_htg_clg:P_hp_htg [W],building1_htg_clg:P_hp_clg [W],building1_htg_clg:P_hp_tot [W],building1_htg_clg:P_pump [W],building1_htg_clg:Q_src_clg [W],building1_htg_clg:Q_src_htg [W],building1_htg_clg:Q_src_het [W],building1_dhw:EFT [C],building1_dhw:ExFT [C],building1_dhw:Q_htg [W],building1_dhw:Q_clg [W],building1_dhw:Q_net [W],building1_dhw:M_flow [kg/s],building1_dhw:P_hp_htg [W],building1_dhw:P_hp_clg [W],building1_dhw:P_hp_tot [W],building1_dhw:P_pump [W],building1_dhw:Q_src_clg [W],building1_dhw:Q_src_htg [W],building1_dhw:Q_src_het [W],building2_htg_clg:EFT [C],building2_htg_clg:ExFT [C],building2_htg_clg:Q_htg [W],building2_htg_clg:Q_clg [W],building2_htg_clg:Q_net [W],building2_htg_clg:M_flow [kg/s],building2_htg_clg:P_hp_htg [W],building2_htg_clg:P_hp_clg [W],building2_htg_clg:P_hp_tot [W],building2_htg_clg:P_pump [W],building2_htg_clg:Q_src_clg [W],building2_htg_clg:Q_src_htg [W],building2_htg_clg:Q_src_het [W],building2_dhw:EFT [C],building2_dhw:ExFT [C],building2_dhw:Q_htg [W],building2_dhw:Q_clg [W],building2_dhw:Q_net [W],building2_dhw:M_flow [kg/s],building2_dhw:P_hp_htg [W],building2_dhw:P_hp_clg [W],building2_dhw:P_hp_tot [W],building2_dhw:P_pump [W],building2_dhw:Q_src_clg [W],building2_dhw:Q_src_htg [W],building2_dhw:Q_src_het [W],building3_htg_clg:EFT [C],building3_htg_clg:ExFT [C],building3_htg_clg:Q_htg [W],building3_htg_clg:Q_clg [W],building3_htg_clg:Q_net [W],building3_htg_clg:M_flow [kg/s],building3_htg_clg:P_hp_htg [W],building3_htg_clg:P_hp_clg [W],building3_htg_clg:P_hp_tot [W],building3_htg_clg:P_pump [W],building3_htg_clg:Q_src_clg [W],building3_htg_clg:Q_src_htg [W],building3_htg_clg:Q_src_het [W],building3_dhw:EFT [C],building3_dhw:ExFT [C],building3_dhw:Q_htg [W],building3_dhw:Q_clg [W],building3_dhw:Q_net [W],building3_dhw:M_flow [kg/s],building3_dhw:P_hp_htg [W],building3_dhw:P_hp_clg [W],building3_dhw:P_hp_tot [W],building3_dhw:P_pump [W],building3_dhw:Q_src_clg [W],building3_dhw:Q_src_htg [W],building3_dhw:Q_src_het [W],ghe1:EFT [C],ghe1:ExFT [C],ghe1:ExFT Mixed Loop [C],ghe1:MFT [C],ghe1:Q [W/m],ghe1:Q_tot [W],ghe2:EFT [C],ghe2:ExFT [C],ghe2:ExFT Mixed Loop [C],ghe2:MFT [C],ghe2:Q [W/m],ghe2:Q_tot [W],ghe3:EFT [C],ghe3:ExFT [C],ghe3:ExFT Mixed Loop [C],ghe3:MFT [C],ghe3:Q [W/m],ghe3:Q_tot [W],Network:M_flow [kg/s],Network:P_pump [W],Network:Q_net_bldg [W],Network:Q_net_ghe [W]
2529,6.2803,12.3778,2852.0000,77341.4000,-74489.4000,3.6595,671.0051,10903.4541,11574.4592,178.7234,88244.8541,2180.9949,-86063.8592,12.3778,9.7018,31020.6000,0.0000,31020.6000,1.1607,7884.1235,0.0000,7884.1235,56.6876,0.0000,23136.4765,23136.4765,9.7018,9.5593,2147.6000,1260.0000,887.6000,0.1940,474.8463,195.8478,670.6940,9.4764,1455.8478,1672.7537,216.9060,9.5593,9.5331,417.1000,0.0000,417.1000,0.0163,110.4419,0.0000,110.4419,0.7974,0.0000,306.6581,306.6581,9.5331,9.2633,3822.9000,629.4000,3193.5000,0.2634,844.0974,101.3839,945.4813,12.8631,730.7839,2978.8026,2248.0187,9.2633,8.4961,14788.3000,0.0000,14788.3000,0.5834,3933.0537,0.0000,3933.0537,28.4921,0.0000,10855.2463,10855.2463,8.4961,6.2792,6.2792,7.3877,2.5127,37690.6274,6.2792,6.2812,6.2799,7.3886,2.5105,20084.2609,6.2799,6.2817,6.2803,7.3889,2.5099,17569.4353,8.8160,688.8958,-24182.3000,75344.3236
2530,6.0974,12.2773,2483.1000,82819.8000,-80336.7000,3.8833,586.2368,11640.0672,12226.3040,189.6563,94459.8672,1896.8632,-92563.0040,12.2773,9.7030,31023.0000,0.0000,31023.0000,1.1592,7895.9807,0.0000,7895.9807,56.6147,0.0000,23127.0193,23127.0193,9.7030,9.7403,73.4000,2028.4000,-1955.0000,0.1104,16.2288,315.2875,331.5163,5.3927,2343.6875,57.1712,-2286.5163,9.7403,9.7075,514.1000,0.0000,514.1000,0.0201,135.7604,0.0000,135.7604,0.9835,0.0000,378.3396,378.3396,9.7075,9.5933,1821.1000,1409.7000,411.4000,0.1864,400.9367,227.3412,628.2779,9.1017,1637.0412,1420.1633,-216.8779,9.5933,8.9296,11914.6000,0.0000,11914.6000,0.4691,3153.2118,0.0000,3153.2118,22.9118,0.0000,8761.3882,8761.3882,8.9296,6.0963,6.0963,7.5130,3.1848,47771.7844,6.0963,6.0982,6.0970,7.5139,3.1826,25460.7837,6.0970,6.0988,6.0974,7.5142,3.1820,22273.9479,8.7429,683.1858,-38428.6000,95506.5159
2531,6.0790,12.3109,2158.6000,82469.2000,-80310.6000,3.8445,509.8027,11587.2510,12097.0537,187.7602,94056.4510,1648.7973,-92407.6537,12.3109,9.7035,31022.3000,0.0000,31022.3000,1.1611,7892.0411,0.0000,7892.0411,56.7050,0.0000,23130.2589,23130.2589,9.7035,9.7206,0.0000,793.1000,-793.1000,0.0415,0.0000,123.2773,123.2773,2.0246,916.3773,0.0000,-916.3773,9.7206,9.6873,511.9000,0.0000,511.9000,0.0200,135.2190,0.0000,135.2190,0.9762,0.0000,376.6810,376.6810,9.6873,9.6338,1019.6000,1405.5000,-385.9000,0.1379,224.5521,226.6327,451.1849,6.7346,1632.1327,795.0479,-837.0849,9.6338,9.0302,10381.9000,0.0000,10381.9000,0.4064,2745.9293,0.0000,2745.9293,19.8494,0.0000,7635.9707,7635.9707,9.0302,6.0779,6.0779,7.5541,3.1948,47922.4971,6.0779,6.0799,6.0786,7.5551,3.1927,25541.6123,6.0786,6.0804,6.0790,7.5553,3.1921,22344.7069,8.4170,657.7198,-39573.5000,95808.8163
2532,6.0396,12.3187,1893.0000,84450.6000,-82557.6000,3.9170,447.4095,11857.8749,12305.2844,191.2979,96308.4749,1445.5905,-94862.8844,12.3187,9.7385,31019.7000,0.0000,31019.7000,1.1603,7890.5060,0.0000,7890.5060,56.6696,0.0000,23129.1940,23129.1940,9.7385,9.7738,0.0000,1740.7000,-1740.7000,0.0910,0.0000,270.6632,270.6632,4.4436,2011.3632,0.0000,-2011.3632,9.7738,9.7307,672.3000,0.0000,672.3000,0.0263,177.4487,0.0000,177.4487,1.2825,0.0000,494.8513,494.8513,9.7307,9.7264,475.6000,1805.1000,-1329.5000,0.1273,104.6687,291.1533,395.8220,6.2180,2096.2533,370.9313,-1725.3220,9.7264,9.1882,9232.4000,0.0000,9232.4000,0.3612,2438.5385,0.0000,2438.5385,17.6392,0.0000,6793.8615,6793.8615,9.1882,6.0385,6.0385,7.6134,3.4521,51781.3085,6.0385,6.0404,6.0391,7.6143,3.4499,27599.4211,6.0391,6.0410,6.0396,7.6146,3.4493,24145.2517,8.5246,666.1218,-44703.4000,103525.9813
2533,6.0198,12.3083,1826.9000,84031.6000,-82204.7000,3.8933,431.9491,11795.1678,12227.1169,190.1438,95826.7678,1394.9509,-94431.8169,12.3083,9.7138,31024.3000,0.0000,31024.3000,1.1604,7892.8421,0.0000,7892.8421,56.6709,0.0000,23131.4579,23131.4579,9.7138,9.7600,0.0000,2279.1000,-2279.1000,0.1191,0.0000,354.2931,354.2931,5.8186,2633.3931,0.0000,-2633.3931,9.7600,9.7271,514.0000,0.0000,514.0000,0.0201,135.6942,0.0000,135.6942,0.9797,0.0000,378.3058,378.3058,9.7271,9.7536,60.2000,1712.1000,-1651.9000,0.0974,13.2494,276.1460,289.3955,4.7570,1988.2460,46.9506,-1941.2955,9.7536,9.2737,8082.9000,0.0000,8082.9000,0.3157,2134.0598,0.0000,2134.0598,15.4181,0.0000,5948.8402,5948.8402,9.2737,6.0186,6.0186,7.6462,3.5191,52786.8026,6.0186,6.0206,6.0193,7.6472,3.5170,28135.9385,6.0193,6.0212,6.0198,7.6474,3.5164,24614.7438,8.4090,657.0913,-46514.5000,105537.4849
2534,6.0777,12.3402,1978.5000,82771.0000,-80792.5000,3.8457,467.2795,11629.4020,12096.6815,187.8156,94400.4020,1511.2205,-92889.1815,12.3402,9.7267,31021.8000,0.0000,31021.8000,1.1605,7888.6347,0.0000,7888.6347,56.6758,0.0000,23133.1653,23133.1653,9.7267,9.7331,0.0000,299.2000,-299.2000,0.0156,0.0000,46.5175,46.5175,0.7638,345.7175,0.0000,-345.7175,9.7331,9.7060,414.7000,0.0000,414.7000,0.0162,109.5231,0.0000,109.5231,0.7906,0.0000,305.1769,305.1769,9.7060,9.7392,0.0000,1682.0000,-1682.0000,0.0922,0.0000,271.2520,271.2520,4.5009,1953.2520,0.0000,-1953.2520,9.7392,9.1842,9232.4000,0.0000,9232.4000,0.3604,2438.0765,0.0000,2438.0765,17.6025,0.0000,6794.3235,6794.3235,9.1842,6.0766,6.0766,7.6304,3.2905,49357.4230,6.0766,6.0786,6.0773,7.6314,3.2884,26307.3774,6.0773,6.0791,6.0777,7.6317,3.2878,23014.7904,8.2358,643.5582,-42104.8000,98679.5907
2535,6.1372,12.3470,2268.6000,80920.7000,-78652.1000,3.7813,535.1923,11380.6963,11915.8886,184.6732,92301.3963,1733.4077,-90567.9886,12.3470,9.7121,31019.2000,0.0000,31019.2000,1.1598,7887.2074,0.0000,7887.2074,56.6420,0.0000,23131.9926,23131.9926,9.7121,9.7121,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.7121,9.6856,402.5000,0.0000,402.5000,0.0157,106.3342,0.0000,106.3342,0.7677,0.0000,296.1658,296.1658,9.6856,9.7230,0.0000,1792.2000,-1792.2000,0.0982,0.0000,288.9835,288.9835,4.7959,2081.1835,0.0000,-2081.1835,9.7230,9.0798,10765.1000,0.0000,10765.1000,0.4204,2843.5106,0.0000,2843.5106,20.5299,0.0000,7921.5894,7921.5894,9.0798,6.1361,6.1361,7.6079,3.1083,46625.1176,6.1361,6.1380,6.1367,7.6089,3.1063,24850.3847,6.1367,6.1386,6.1372,7.6092,3.1057,21739.9418,8.2131,641.7807,-38257.5000,93215.4441
2536,6.4389,11.4026,9297.8000,64735.9000,-55438.1000,3.4876,2181.0080,9150.9005,11331.9085,170.3266,73886.8005,7116.7920,-66770.0085,11.4026,9.2326,25894.2000,0.0000,25894.2000,0.9681,6673.6090,0.0000,6673.6090,47.2784,0.0000,19220.5910,19220.5910,9.2326,9.2329,0.0000,9.2000,-9.2000,0.0005,0.0000,1.4236,1.4236,0.0235,10.6236,0.0000,-10.6236,9.2329,9.2053,416.3000,0.0000,416.3000,0.0163,110.7684,0.0000,110.7684,0.7943,0.0000,305.5316,305.5316,9.2053,9.2831,0.0000,2411.7000,-2411.7000,0.1321,0.0000,387.6597,387.6597,6.4537,2799.3597,0.0000,-2799.3597,9.2831,8.4607,14213.6000,0.0000,14213.6000,0.5552,3779.0908,0.0000,3779.0908,27.1140,0.0000,10434.5092,10434.5092,8.4607,6.4378,6.4378,7.4492,2.0129,30193.3867,6.4378,6.4397,6.4384,7.4502,2.0110,16087.8361,6.4384,6.4403,6.4389,7.4505,2.0104,14072.7610,7.7395,604.7771,-17334.9000,60353.9837
2537,6.3804,11.1432,8638.3000,52183.2000,-43544.9000,2.8820,2028.5441,7369.1506,9397.6947,140.7513,59552.3506,6609.7559,-52942.5947,11.1432,9.4860,15632.8000,0.0000,15632.8000,0.5935,4044.1195,0.0000,4044.1195,28.9853,0.0000,11588.6805,11588.6805,9.4860,9.4860,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.4860,9.4502,403.2000,0.0000,403.2000,0.0159,106.8780,0.0000,106.8780,0.7758,0.0000,296.3220,296.3220,9.4502,9.5417,0.0000,2515.9000,-2515.9000,0.1379,0.0000,405.0410,405.0410,6.7341,2920.9410,0.0000,-2920.9410,9.5417,8.3268,16704.2000,0.0000,16704.2000,0.6575,4424.1836,0.0000,4424.1836,32.1110,0.0000,12280.0164,12280.0164,8.3268,6.3792,6.3792,7.3530,1.6100,24150.7154,6.3792,6.3812,6.3799,7.3540,1.6084,12867.3545,6.3799,6.3818,6.3804,7.3543,1.6079,11255.4332,6.4301,502.4578,-13320.6000,48273.5032
2538,6.4440,10.9000,9618.1000,47730.4000,-38112.3000,2.7414,2255.9247,6747.6328,9003.5575,133.8851,54478.0328,7362.1753,-47115.8575,10.9000,9.2255,15630.2000,0.0000,15630.2000,0.5960,4057.7562,0.0000,4057.7562,29.1053,0.0000,11572.4438,11572.4438,9.2255,9.2051,187.0000,0.0000,187.0000,0.0113,41.6943,0.0000,41.6943,0.5495,0.0000,145.3057,145.3057,9.2051,9.1685,416.1000,0.0000,416.1000,0.0163,110.7612,0.0000,110.7612,0.7970,0.0000,305.3388,305.3388,9.1685,9.2635,0.0000,2193.2000,-2193.2000,0.1202,0.0000,352.4573,352.4573,5.8696,2545.6573,0.0000,-2545.6573,9.2635,8.1081,15937.8000,0.0000,15937.8000,0.6245,4238.7622,0.0000,4238.7622,30.4992,0.0000,11699.0378,11699.0378,8.1081,6.4428,6.4428,7.2755,1.3198,19796.7837,6.4428,6.4448,6.4435,7.2765,1.3182,10545.7945,6.4435,6.4454,6.4440,7.2768,1.3177,9224.2104,6.1644,481.6940,-8134.4000,39566.7886
2539,6.7560,10.4267,10531.3000,34162.6000,-23631.3000,2.1855,2455.6595,4855.5690,7311.2285,106.7377,39018.1690,8075.6405,-30942.5285,10.4267,8.5815,15643.2000,0.0000,15643.2000,0.5989,4089.3218,0.0000,4089.3218,29.2481,0.0000,11553.8782,11553.8782,8.5815,8.4717,1010.2000,0.0000,1010.2000,0.0611,227.8343,0.0000,227.8343,2.9838,0.0000,782.3657,782.3657,8.4717,8.4357,403.8000,0.0000,403.8000,0.0159,108.6801,0.0000,108.6801,0.7773,0.0000,295.1199,295.1199,8.4357,8.5675,0.0000,1875.6000,-1875.6000,0.1028,0.0000,300.1525,300.1525,5.0203,2175.7525,0.0000,-2175.7525,8.5675,7.4990,14596.7000,0.0000,14596.7000,0.5747,3922.9229,0.0000,3922.9229,28.0694,0.0000,10673.7771,10673.7771,7.4990,6.7549,6.7549,7.1269,0.5078,7617.4531,6.7549,6.7569,6.7556,7.1279,0.5065,4051.7612,6.7556,6.7575,6.7560,7.1282,0.5060,3542.2757,5.3084,414.8078,6147.0000,15211.4900
2540,6.8790,10.0665,11698.6000,30188.1000,-18489.5000,2.0751,2721.5611,4299.8921,7021.4533,101.3441,34487.9921,8977.0389,-25510.9533,10.0665,8.2506,15642.2000,0.0000,15642.2000,0.6036,4110.7995,0.0000,4110.7995,29.4808,0.0000,11531.4005,11531.4005,8.2506,7.9127,3449.8000,0.0000,3449.8000,0.2113,782.6899,0.0000,782.6899,10.3204,0.0000,2667.1101,2667.1101,7.9127,7.8680,568.8000,0.0000,568.8000,0.0227,154.3946,0.0000,154.3946,1.1093,0.0000,414.4054,414.4054,7.8680,7.9878,0.0000,1455.6000,-1455.6000,0.0798,0.0000,232.2867,232.2867,3.8981,1687.8867,0.0000,-1687.8867,7.9878,7.1906,11914.6000,0.0000,11914.6000,0.4750,3230.3931,0.0000,3230.3931,23.1971,0.0000,8684.2069,8684.2069,7.1906,6.8779,6.8779,7.0342,0.2091,3136.2253,6.8779,6.8799,6.8786,7.0352,0.2078,1662.0524,6.8786,6.8805,6.8790,7.0355,0.2073,1451.3601,5.2013,406.4397,11630.3000,6249.6378
2541,7.1478,9.5508,13156.8000,24175.6000,-11018.8000,1.8908,3045.4486,3459.8849,6505.3336,92.3430,27635.4849,10111.3514,-17524.1336,9.5508,7.7894,15627.7000,0.0000,15627.7000,0.6068,4138.5103,0.0000,4138.5103,29.6353,0.0000,11489.1897,11489.1897,7.7894,7.2314,6817.3000,0.0000,6817.3000,0.4204,1559.6907,0.0000,1559.6907,20.5299,0.0000,5257.6093,5257.6093,7.2314,7.2050,404.9000,0.0000,404.9000,0.0163,111.0596,0.0000,111.0596,0.7977,0.0000,293.8404,293.8404,7.2050,7.2817,41.7000,797.4000,-755.7000,0.0463,9.5794,126.8974,136.4768,2.2627,924.2974,32.1206,-892.1768,7.2817,6.6907,10381.9000,0.0000,10381.9000,0.4182,2845.4356,0.0000,2845.4356,20.4266,0.0000,7536.4644,7536.4644,6.6907,7.1467,7.1467,6.9187,-0.2989,-4483.0716,7.1467,7.1487,7.1474,6.9197,-0.3002,-2401.3235,7.1474,7.1493,7.1478,6.9200,-0.3006,-2104.0620,5.0983,398.3887,21457.3000,-8988.4571
2542,7.2505,9.0812,14659.7000,21261.3000,-6601.6000,1.8463,3386.8383,3048.3930,6435.2314,90.1711,24309.6930,11272.8617,-13036.8314,9.0812,7.4288,15626.4000,0.0000,15626.4000,0.6122,4167.3027,0.0000,4167.3027,29.8986,0.0000,11459.0973,11459.0973,7.4288,6.7151,10565.7000,0.0000,10565.7000,0.6576,2433.2454,0.0000,2433.2454,32.1148,0.0000,8132.4546,8132.4546,6.7151,6.6930,417.0000,0.0000,417.0000,0.0170,115.2944,0.0000,115.2944,0.8320,0.0000,301.7056,301.7056,6.6930,6.6976,793.9000,439.9000,354.0000,0.0740,184.0117,69.8814,253.8931,3.6132,509.7814,609.8883,100.1069,6.6976,6.4194,5783.9000,0.0000,5783.9000,0.2361,1599.5981,0.0000,1599.5981,11.5295,0.0000,4184.3019,4184.3019,6.4194,7.2494,7.2494,6.8344,-0.5511,-8266.3707,7.2494,7.2513,7.2501,6.8354,-0.5524,-4419.1232,7.2501,7.2520,7.2505,6.8357,-0.5528,-3869.6429,5.1648,403.5823,26145.4000,-16555.1368
2543,7.3039,8.9355,14480.1000,19359.3000,-4879.2000,1.7479,3342.0162,2778.3533,6120.3695,85.3642,22137.6533,11138.0838,-10999.5695,8.9355,7.2644,15643.6000,0.0000,15643.6000,0.6179,4181.0231,0.0000,4181.0231,30.1795,0.0000,11462.5769,11462.5769,7.2644,6.4318,13607.4000,0.0000,13607.4000,0.8531,3143.2113,0.0000,3143.2113,41.6637,0.0000,10464.1887,10464.1887,6.4318,6.4105,453.9000,0.0000,453.9000,0.0187,126.0501,0.0000,126.0501,0.9145,0.0000,327.8499,327.8499,6.4105,6.3036,3055.4000,198.0000,2857.4000,0.2047,711.7073,31.4275,743.1348,9.9965,229.4275,2343.6927,2114.2652,6.3036,6.2299,1760.7000,0.0000,1760.7000,0.0727,489.9320,0.0000,489.9320,3.5486,0.0000,1270.7680,1270.7680,6.2299,7.3028,7.3028,6.7664,-0.7273,-10909.1088,7.3028,7.3048,7.3035,6.7674,-0.7286,-5828.7289,7.3035,7.3054,7.3039,6.7677,-0.7290,-5103.0789,5.2725,412.0010,29443.8000,-21840.9167
2544,7.3978,8.6407,15386.3000,17563.3000,-2177.0000,1.7202,3544.9707,2524.8693,6069.8399,84.0125,20088.1693,11841.3293,-8246.8399,8.6407,7.0539,15620.4000,0.0000,15620.4000,0.6186,4193.4022,0.0000,4193.4022,30.2127,0.0000,11426.9978,11426.9978,7.0539,6.1805,16613.7000,0.0000,16613.7000,1.0451,3852.5585,0.0000,3852.5585,51.0392,0.0000,12761.1415,12761.1415,6.1805,6.1615,468.5000,0.0000,468.5000,0.0194,130.6151,0.0000,130.6151,0.9491,0.0000,337.8849,337.8849,6.1615,6.0074,4974.6000,76.0000,4898.6000,0.3216,1163.8515,12.0552,1175.9067,15.7048,88.0552,3810.7485,3722.6933,6.0074,5.9729,993.5000,0.0000,993.5000,0.0413,277.7323,0.0000,277.7323,2.0175,0.0000,715.7677,715.7677,5.9729,7.3967,7.3967,6.6848,-1.0341,-15511.3086,7.3967,7.3986,7.3974,6.6858,-1.0355,-8283.8239,7.3974,7.3992,7.3978,6.6861,-1.0359,-7251.4679,5.6493,441.4461,36417.7000,-31046.6004
2545,7.4783,8.2506,16758.1000,15755.1000,1003.0000,1.7190,3855.2576,2268.2327,6123.4904,83.9537,18023.3327,12902.8424,-5120.4904,8.2506,6.7888,15608.5000,0.0000,15608.5000,0.6214,4215.0320,0.0000,4215.0320,30.3490,0.0000,11393.4680,11393.4680,6.7888,5.8882,21256.6000,0.0000,21256.6000,1.3429,4953.4466,0.0000,4953.4466,65.5844,0.0000,16303.1534,16303.1534,5.8882,5.8729,463.6000,0.0000,463.6000,0.0193,129.8411,0.0000,129.8411,0.9437,0.0000,333.7589,333.7589,5.8729,5.7140,6792.1000,4.3000,6787.8000,0.4358,1597.2115,0.6816,1597.8932,21.2855,4.9816,5194.8885,5189.9068,5.7140,5.7024,419.3000,0.0000,419.3000,0.0175,117.7551,0.0000,117.7551,0.8564,0.0000,301.5449,301.5449,5.7024,7.4772,7.4772,6.5898,-1.4225,-21337.2272,7.4772,7.4791,7.4779,6.5907,-1.4240,-11391.9617,7.4779,7.4797,7.4783,6.5910,-1.4245,-9971.3925,6.2340,487.1344,45538.8000,-42700.5814
2546,7.5118,7.8309,18320.0000,14204.4000,4115.6000,1.7407,4211.9580,2046.2269,6258.1850,85.0138,16250.6269,14108.0420,-2142.5850,7.8309,6.5038,15602.3000,0.0000,15602.3000,0.6256,4240.3714,0.0000,4240.3714,30.5512,0.0000,11361.9286,11361.9286,6.5038,5.6613,24278.9000,0.0000,24278.9000,1.5422,5687.7955,0.0000,5687.7955,75.3183,0.0000,18591.1045,18591.1045,5.6613,5.6483,459.1000,0.0000,459.1000,0.0192,129.0391,0.0000,129.0391,0.9399,0.0000,330.0609,330.0609,5.6483,5.4992,8341.2000,0.0000,8341.2000,0.5382,1969.3351,0.0000,1969.3351,26.2840,0.0000,6371.8649,6371.8649,5.4992,5.4895,419.3000,0.0000,419.3000,0.0176,118.1532,0.0000,118.1532,0.8613,0.0000,301.1468,301.1468,5.4895,7.5107,7.5107,6.5001,-1.7476,-26214.6931,7.5107,7.5126,7.5113,6.5010,-1.7493,-13994.0964,7.5113,7.5132,7.5118,6.5013,-1.7498,-12248.5049,6.7253,525.5244,53216.4000,-52457.2944
2547,7.2429,9.6736,11277.9000,20881.5000,-9603.6000,1.6216,2605.9081,2993.5308,5599.4389,79.1949,23875.0308,8671.9919,-15203.0389,9.6736,7.6882,15616.4000,0.0000,15616.4000,0.6309,4127.9658,0.0000,4127.9658,30.8141,0.0000,11488.4342,11488.4342,7.6882,6.0711,29258.8000,0.0000,29258.8000,1.8695,6706.3065,0.0000,6706.3065,91.3023,0.0000,22552.4935,22552.4935,6.0711,6.0555,464.3000,0.0000,464.3000,0.0195,129.6655,0.0000,129.6655,0.9547,0.0000,334.6345,334.6345,6.0555,5.8100,9511.8000,0.0000,9511.8000,0.6166,2229.5425,0.0000,2229.5425,30.1144,0.0000,7282.2575,7282.2575,5.8100,5.7836,993.0000,0.0000,993.0000,0.0419,278.4517,0.0000,278.4517,2.0484,0.0000,714.5483,714.5483,5.7836,7.2418,7.2418,6.5127,-1.3499,-20248.5257,7.2418,7.2437,7.2425,6.5136,-1.3516,-10813.0004,7.2425,7.2443,7.2429,6.5139,-1.3522,-9465.1593,7.2001,562.6293,46240.7000,-40526.6854
2548,7.0778,11.1278,6903.1000,27072.2000,-20169.1000,1.6413,1599.9761,3869.6080,5469.5841,80.1575,30941.8080,5303.1239,-25638.6841,11.1278,8.7250,15619.2000,0.0000,15619.2000,0.6106,4041.5004,0.0000,4041.5004,29.8209,0.0000,11577.6996,11577.6996,8.7250,6.5111,30429.9000,0.0000,30429.9000,1.8977,6845.3759,0.0000,6845.3759,92.6822,0.0000,23584.5241,23584.5241,6.5111,6.4870,610.9000,0.0000,610.9000,0.0255,169.4408,0.0000,169.4408,1.2462,0.0000,441.4592,441.4592,6.4870,6.1532,9943.8000,0.0000,9943.8000,0.6391,2313.1370,0.0000,2313.1370,31.2145,0.0000,7630.6630,7630.6630,6.1532,5.9936,5391.8000,0.0000,5391.8000,0.2264,1503.8439,0.0000,1503.8439,11.0548,0.0000,3887.9561,3887.9561,5.9936,7.0767,7.0767,6.5352,-1.0529,-15793.1351,7.0767,7.0786,7.0774,6.5361,-1.0547,-8437.4642,7.0774,7.0791,7.0778,6.5364,-1.0552,-7386.6740,7.5609,590.8228,41826.5000,-31617.2733
2549,6.1117,11.9231,4936.4000,82690.5000,-77754.1000,4.0391,1165.1233,11624.6565,12789.7798,197.2632,94315.1565,3771.2767,-90543.8798,11.9231,10.5455,15612.4000,0.0000,15612.4000,0.5954,3993.7610,0.0000,3993.7610,29.0796,0.0000,11618.6390,11618.6390,10.5455,9.3697,13718.4000,0.0000,13718.4000,0.8379,2989.2472,0.0000,2989.2472,40.9227,0.0000,10729.1528,10729.1528,9.3697,9.3362,571.9000,0.0000,571.9000,0.0237,151.8592,0.0000,151.8592,1.1568,0.0000,420.0408,420.0408,9.3362,8.7037,9560.0000,0.0000,9560.0000,0.6090,2117.7900,0.0000,2117.7900,29.7417,0.0000,7442.2100,7442.2100,8.7037,7.9213,18205.8000,0.0000,18205.8000,0.7592,4882.8321,0.0000,4882.8321,37.0788,0.0000,13322.9679,13322.9679,7.9213,6.1107,6.1107,7.0160,2.3968,35952.3823,6.1107,6.1124,6.1113,7.0169,2.3945,19155.7992,6.1113,6.1129,6.1117,7.0171,2.3939,16757.1399,10.2965,804.5828,-20085.6000,71865.3214
2550,5.9654,12.5285,54.7000,128158.0000,-128103.3000,5.7710,12.9465,17972.8451,17985.7917,281.8487,146130.8451,41.7535,-146089.0917,12.5285,10.8263,26530.7000,0.0000,26530.7000,0.9987,6728.6265,0.0000,6728.6265,48.7736,0.0000,19802.0735,19802.0735,10.8263,10.3513,7042.0000,27.2000,7014.8000,0.4165,1527.1208,4.2781,1531.3989,20.3412,31.4781,5514.8792,5483.4011,10.3513,10.2925,1183.7000,0.0000,1183.7000,0.0465,309.7762,0.0000,309.7762,2.2720,0.0000,873.9238,873.9238,10.2925,9.7961,8369.6000,5.5000,8364.1000,0.5037,1824.9903,0.8907,1825.8810,24.6014,6.3907,6544.6097,6538.2190,9.7961,9.0244,19353.3000,0.0000,19353.3000,0.7696,5106.4690,0.0000,5106.4690,37.5879,0.0000,14246.8310,14246.8310,9.0244,5.9644,5.9644,7.4944,5.0195,75293.0186,5.9644,5.9661,5.9650,7.4952,5.0168,40134.2091,5.9650,5.9665,5.9654,7.4954,5.0161,35113.0042,12.7592,997.0194,-65656.7000,150540.2320
